pivot_ID	Item_Name	Location	in_evidence	in_evidence_description	storytelling_path	storytelling_path_description	Type	Event_description	Dispute	Note	Date	Year	Alpinist	Guide	Nationality	Expedition_members	Fonti_primarie	Fonti_secondarie	source
item_205	Prima ascensione: Aiguille de la Vanoise 	Aiguille de la Vanoise	FALSE				First absolute ascent				12 settembre1911	1911	Marie-Antoinette Vernay	Marcellin Amiez		Marie-Antoinette Vernay, Marcellin Amiez			Wikipedia
item_206	Prima ascensione: Dômes de Miage 	Dômes de Miage	FALSE		Golden age of alpinism		First absolute ascent				2 settembre1858	1858	Edmund Thomas Coleman	Frédéric Mollard, Joseph Jacquemont		Edmund Thomas Coleman, Frédéric Mollard, Joseph Jacquemont		Renato Chabod, Lorenzo Grivel, Silvio Saglio, Monte Bianco, vol. I, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	Wikipedia
item_207	Prima ascensione: Eiger 	Eiger	TRUE	La temuta parete nord dell'Eiger, conquistata da Anderl Heckmair, Ludwig Vörg, Heinrich Harrer e Fritz Kasparek.	Golden age of alpinism		First absolute ascent	La prima ascensione dell'Eiger fu effettuata l'11 agosto 1858 dall'alpinista irlandese Charles Barrington con le guide Christian Almer e Peter Bohren; la squadra seguì quella che è oggi la via normale sul versante occidentale. Il 14 luglio 1871 vi fu la prima salita della cresta sud-ovest, da parte di William Auguste Coolidge e Meta Brevoort, con le guide Christian Bohren, Christian Almer e Ulrich Almer. L'Eiger è tristemente famoso per la difficoltà della sua parete nord, soprannominata "parete della morte", che ha mietuto oltre 60 vittime prima di essere conquistata per la prima volta il 24 luglio 1938 da Andreas Heckmair, Ludwig Vörg, Fritz Kasparek e Heinrich Harrer.			11 agosto 1858	1858	Charles Barrington	Christian Almer, Peter Bohren	Switzerland, English	Charles Barrington, Christian Almer, Peter Bohren		Studer, Vol 1, pp. 102-8	Wikipedia, Wikipedia Table, https://www.mountlive.com/quel-24-luglio-1938-sulla-parete-nord-delleiger/
item_208	Prima ascensione: Gran Paradiso 	Gran Paradiso	FALSE		Golden age of alpinism		First absolute ascent				04/09/1860	1860	John Jeremy Cowell, William Dundas	Michel-Clément Payot, Jean Tairraz	France, England	John Jeremy Cowell, William Dundas, Michel-Clément Payot, Jean Tairraz		J.J. Cowell, Two Ascents of the Grand Paradis, Peaks, Passes, and Glaciers, Volume 2, pp 408-426, London: Longman, Green, Longman, and Roberts, 1862	Wikipedia, Wikipedia Table
item_209	Prima ascensione: Klein Fiescherhorn 	Klein Fiescherhorn	FALSE		Golden age of alpinism		First absolute ascent				1864	1864	Edmund von Fellenberg	Peter Inäbit, Ulrich Kaufmann, Peter Kaufmann		Edmund von Fellenberg, Peter Inäbit, Ulrich Kaufmann, Peter Kaufmann			Wikipedia
item_210	Prima ascensione: Picco Gugliermina 	Picco Gugliermina	FALSE				First absolute ascent				24 agosto 1914	1914	Giovanni Battista Gugliermina, Francesco Ravelli			Giovanni Battista Gugliermina, Francesco Ravelli			Wikipedia
item_211	Prima ascensione: Picco Luigi Amedeo 	Picco Luigi Amedeo	FALSE				First absolute ascent				20 luglio1901	1901	Giovanni Battista Gugliermina, Giuseppe Fortunato Gugliermina	Joseph Brocherel		Giovanni Battista Gugliermina, Giuseppe Fortunato Gugliermina, Joseph Brocherel			Wikipedia
item_212	Prima ascensione: Picco Muzio 	Picco Muzio	FALSE				First absolute ascent				4 settembre 1953	1953	Luigi Carrel	Italo Muzio, l’Abbé Louis Maquignaz		Luigi Carrel, Italo Muzio, l’Abbé Louis Maquignaz			Wikipedia
item_213	Prima ascensione: Punta di Valle 	Punta di Valle	FALSE				First absolute ascent				1878	1878	Rudolf Seyerlen, Stephan Kirchler			Rudolf Seyerlen, Stephan Kirchler			Wikipedia
item_214	Prima ascensione: Punta Nordend 	Punta Nordend	FALSE		Golden age of alpinism		First absolute ascent				26 agosto 1861	1861	Thomas Fowell Buxton, Edward North Buxton, John Jeremy Cowell, Michel-Clément Payot			Thomas Fowell Buxton, Edward North Buxton, John Jeremy Cowell, Michel-Clément Payot			Wikipedia
item_215	Prima ascensione: Le Pavé 	Le Pavé	FALSE		Silver age of alpinism		First absolute ascent				19 luglio 1879	1879	William Auguste Coolidge	Christian Almer padre e figli		William Auguste Coolidge, Christian Almer padre e figli			Wikipedia
item_216	Prima ascensione: Mont Ventoux 	Mont Ventoux	FALSE				First absolute ascent				1336	1336	Francesco Petrarca			Francesco Petrarca			Wikipedia
item_217	Prima ascensione: Montagne des Agneaux 	Montagne des Agneaux	FALSE		Silver age of alpinism		First absolute ascent				17 luglio1873	1873	William Auguste Coolidge	Christian Almere Christian Roth		William Auguste Coolidge, Christian Almere Christian Roth			Wikipedia
item_218	Prima ascensione: Pizzo Coca 	Pizzo Coca	FALSE		Silver age of alpinism		First absolute ascent				luglio 1877	1877	Antonio Baroni			Antonio Baroni		[1]	Wikipedia
item_219	Prima ascensione: Pizzo del Diavolo della Malgina 	Pizzo del Diavolo della Malgina	FALSE				First absolute ascent				1 settembre 1876[1]	6[1]	Emilio Torri, Antonio Baroni			Emilio Torri, Antonio Baroni			Wikipedia
item_220	Prima ascensione: Pizzo Recastello 	Pizzo Recastello	FALSE		Silver age of alpinism		First absolute ascent				4 settembre 1876	1876	Antonio Baroni, Emilio Torri			Antonio Baroni, Emilio Torri		[1]	Wikipedia
item_221	Prima ascensione: Punta Budden (Alpi Graie) 	Punta Budden (Alpi Graie)	FALSE				First absolute ascent				5 agosto 1885	1885	George Yeld	Séraphin Henry, Joseph-Antoine Jeantet		George Yeld, Séraphin Henry, Joseph-Antoine Jeantet		[1]	Wikipedia
item_222	Prima ascensione: Punta Tersiva 	Punta Tersiva	FALSE				First absolute ascent				23 agosto 1842	1842	Pierre-Balthazar Chamonin			Pierre-Balthazar Chamonin			Wikipedia
item_223	Prima ascensione: Piramide Vincent 	Piramide Vincent	FALSE				First absolute ascent				5 agosto1819	1819	Nicolas Vincent, Joseph Vincent			Nicolas Vincent, Joseph Vincent		[1]	Wikipedia
item_224	Prima ascensione: Weissmies 	Weissmies	FALSE		Golden age of alpinism		First absolute ascent				25 Aug 1855	1855	Jakob Christian Häusser, Peter Josef Zurbriggen		Switzerland	Jakob Christian Häusser, Peter Josef Zurbriggen		Helmut Dumler and Willi P. Burkhardt, The High Mountains of the Alps, London: Diadem, 1994, page 62	Wikipedia, Wikipedia Table
item_225	Prima ascensione: Monte Disgrazia 	Monte Disgrazia	FALSE		Golden age of alpinism		First absolute ascent				24 agosto 1862	1862	Leslie Stephen, Edward Shirley Kennedy, Melchior Anderegg, Thomas Cox		Switzerland, England	Leslie Stephen, Edward Shirley Kennedy, Melchior Anderegg, Thomas Cox		Studer, Vol 3, pp. 206-8	Wikipedia, Wikipedia Table
item_226	Prima ascensione: Aiguille du Plat de la Selle 	Aiguille du Plat de la Selle	FALSE		Silver age of alpinism		First absolute ascent				28 giugno 1876	1876	Henri Cordier	Jakob Anderegg, Andreas Maurer		Henri Cordier, Jakob Anderegg, Andreas Maurer			Wikipedia
item_227	Prima ascensione: Becco di Mezzodì 	Becco di Mezzodì	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent				5 luglio 1872	1872	Santo Siorpaes, William Edward Utterson-Kelso			Santo Siorpaes, William Edward Utterson-Kelso			Wikipedia
item_228	Prima ascensione: Brec de Chambeyron 	Brec de Chambeyron	FALSE				First absolute ascent				20 giugno1878	1878	Paul Agnel, Joseph Risoul			Paul Agnel, Joseph Risoul			Wikipedia
item_229	Prima ascensione: Breithorn (Lauterbrunnen) 	Breithorn (Lauterbrunnen)	FALSE		Silver age of alpinism		First absolute ascent				31 luglio 1865	1865	Edmund von Fellenberg	Johann Bischoff, Peter Egger, Peter Inäbnit, Peter Michel from Lauterbrunnen and Grindelwald 		Edmund von Fellenberg, Johann Bischoff, Peter Egger, Peter Inäbnit, Peter Michel from Lauterbrunnen and Grindelwald 			Wikipedia
item_230	Prima ascensione: Campanile Basso 	Campanile Basso	FALSE				First absolute ascent				18 agosto1899	1899	Otto Ampferer, Karl Berger		Austria-Hungary	Otto Ampferer, Karl Berger		Ewald Weiss, Campanile Basso/Guglia di Brenta, 100 Jahre Alpingeschichte am "Welträtsel am Stein", 1999	Wikipedia, Wikipedia Table
item_231	Prima ascensione: Fletschhorn 	Fletschhorn	FALSE		Golden age of alpinism		First absolute ascent				08/08/1854	1854	Michael Amherdt	Johannes Zumkemmi, Friedrich Clause		Michael Amherdt, Johannes Zumkemmi, Friedrich Clause			Wikipedia
item_232	Prima ascensione: Galenstock 	Galenstock	FALSE				First absolute ascent				18/08/1845	1845	Eduard Desor senior, Eduard Desor junior, Daniel Dollfus-Ausset	H. Währen, Melchior Bannholzer, P. Brigger, H. Jaun		Eduard Desor senior, Eduard Desor junior, Daniel Dollfus-Ausset, H. Währen, Melchior Bannholzer, P. Brigger, H. Jaun			Wikipedia
item_233	Prima ascensione: Grünhorn 	Grünhorn	FALSE		Silver age of alpinism		First absolute ascent				7 agosto 1865	1865	Edmund von Fellenberg	Peter Michel, Peter Egger, Peter Inäbnit		Edmund von Fellenberg, Peter Michel, Peter Egger, Peter Inäbnit			Wikipedia
item_234	Prima ascensione: Mont Blanc du Tacul 	Mont Blanc du Tacul	FALSE		Golden age of alpinism		First absolute ascent				8 agosto1855	1855	Charles Hudson			Charles Hudson			Wikipedia
item_235	Prima ascensione: Punta Rossa della Grivola 	Punta Rossa della Grivola	FALSE		Golden age of alpinism		First absolute ascent				1864	1864	Hugh de Fellenberg Montgomery, Sedley Taylor, Johann Tannler			Hugh de Fellenberg Montgomery, Sedley Taylor, Johann Tannler			Wikipedia
item_236	Prima ascensione: Rimpfischhorn 	Rimpfischhorn	FALSE		Golden age of alpinism		First absolute ascent				9 settembre 1859	1859	Leslie Stephen, Robert Liveing	Melchior Anderegg, Johannes Zumtaugwald	Switzerland, England	Leslie Stephen, Robert Liveing, Melchior Anderegg, Johannes Zumtaugwald		Wolfgang Pusch, Helmut Dumler, Willi P. Burkhardt, Viertausender der Alpen, Bergverlag Rother GmbH, 2013, p. 103	Wikipedia, Wikipedia Table
item_237	Prima ascensione: Cimon della Pala 	Cimon della Pala	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent				3 giugno1870	1870	Edward Robson Whitwell, Santo Siorpaes, Christian Lauener			Edward Robson Whitwell, Santo Siorpaes, Christian Lauener			Wikipedia
item_238	Prima ascensione: Becca di Moncorvé 	Becca di Moncorvé	FALSE				First absolute ascent				12 agosto1885	1885	Luigi Vaccarone			Luigi Vaccarone			Wikipedia
item_239	Prima ascensione: Levanna Occidentale 	Levanna Occidentale	FALSE		Golden age of alpinism		First absolute ascent				1857	1857	Antonio Tonini			Antonio Tonini			Wikipedia
item_240	Prima ascensione: Wildstrubel 	Wildstrubel	FALSE		Golden age of alpinism		First absolute ascent				11 settembre 1858	1858	Leslie Stephen, Thomas Woodbine Hinchliff	Melchior Anderegg		Leslie Stephen, Thomas Woodbine Hinchliff, Melchior Anderegg			Wikipedia
item_241	Prima ascensione: Piz Popena 	Piz Popena	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent				16 giugno 1870	1870	Santo Siorpaes, Christian Lauener, Edwards Robson Whitwell			Santo Siorpaes, Christian Lauener, Edwards Robson Whitwell			Wikipedia
item_242	Prima ascensione: Alphubel 	Alphubel	FALSE		Golden age of alpinism		First absolute ascent				9 agosto 1860	1860	Leslie Stephen, Thomas Woodbine Hinchliff	Melchior Anderegg, Peter Perren		Leslie Stephen, Thomas Woodbine Hinchliff, Melchior Anderegg, Peter Perren			Wikipedia
item_243	Prima ascensione: Pioda di Sciora 	Pioda di Sciora	FALSE				First absolute ascent				12 luglio 1891	1891	Anton von Rydzewski	Mansueto Barbaria, Christian Klucker		Anton von Rydzewski, Mansueto Barbaria, Christian Klucker			Wikipedia
item_244	Prima ascensione: Cima di Moia 	Cima di Moia	FALSE		Golden age of alpinism		First absolute ascent				1863	1863	Karl von Sonklar			Karl von Sonklar			Wikipedia
item_245	Prima ascensione: Pizzo Tambò 	Pizzo Tambò	FALSE				First absolute ascent		Conflicting Hypothesis		1828	1828	Johann Jakob Sulzberger		Switzerland	Johann Jakob Sulzberger		Paul Caminada, Pioniere der Alpentopographie: die Geschichte der Schweizer Kartenkunst, AS Verlag, 2003. Page 96	Wikipedia Table
item_246	Prima ascensione: Pizzo Tambò 	Pizzo Tambò	FALSE		Golden age of alpinism		First absolute ascent		Conflicting Hypothesis		luglio 1859	1859	Johann Jacob Weilenmann			Johann Jacob Weilenmann			Wikipedia
item_247	Prima ascensione: Cima di Ghez 	Cima di Ghez	FALSE				First absolute ascent				non definita		Unknown hunters			Unknown hunters			Wikipedia
item_248	Prima ascensione: Mangart 	Mangart	FALSE				First absolute ascent		Conflicting Hypothesis		Jul 1786	1786	Franz Xaver von Wulfen		Austria	Franz Xaver von Wulfen		Klemun, Marianne (2000). Mit Madame Sonne konferieren: die Grossglockner-Expeditionen 1799 und 1800. Kärntner Landesarchiv. p. 77. ISBN 9783900531478. Retrieved 2014-07-26.	Wikipedia Table
item_249	Prima ascensione: Mangart 	Mangart	FALSE				First absolute ascent		Conflicting Hypothesis		1794	1794	Franz von Hohenwart			Franz von Hohenwart			Wikipedia
item_250	Prima ascensione: Monte Stavello 	Monte Stavello	FALSE				First absolute ascent				Non documentata		Unknown			Unknown			Wikipedia
item_251	Prima ascensione: Cima Monfret 	Cima Monfret	FALSE				First absolute ascent				21 luglio 1884	1884	William Auguste Coolidge	Christian Almer padre e figlio		William Auguste Coolidge, Christian Almer padre e figlio		Giulio Berutto e Lino Fornelli, Alpi Graie Meridionali, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1980.	Wikipedia
item_252	Prima ascensione: Punta Elena 	Punta Elena	FALSE				First absolute ascent				22 agosto1898	1898	Luigi Amedeo di Savoia-Aosta	Joseph Petigax, Laurent Croux, Félix Ollier		Luigi Amedeo di Savoia-Aosta, Joseph Petigax, Laurent Croux, Félix Ollier			Wikipedia
item_253	Prima ascensione: Punta Margherita (Grandes Jorasses) 	Punta Margherita (Grandes Jorasses)	FALSE				First absolute ascent				22 agosto1898	1898	Luigi Amedeo di Savoia-Aosta	Joseph Petigax, Laurent Croux, Félix Ollier		Luigi Amedeo di Savoia-Aosta, Joseph Petigax, Laurent Croux, Félix Ollier			Wikipedia
item_254	Prima ascensione: Monte Cavallo (Dolomiti Orientali di Badia) 	Monte Cavallo (Dolomiti Orientali di Badia)	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent			1° salita spigolo ovest	1953	1953	Georges Livanos	Robert Gabriel		Georges Livanos, Robert Gabriel			Wikipedia
item_255	Prima ascensione: Rocca dell'Abisso 	Rocca dell'Abisso	FALSE				First absolute ascent				1832	1832	Lorenzo Pareto	portatore		Lorenzo Pareto, portatore			Wikipedia
item_256	Prima ascensione: Roda di Vaèl 	Roda di Vaèl	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent			Parete O – Via Dibona	11 agosto 1908	1908	Angelo Dibona, Agostino Verzi, Edward Broome, W. Corning			Angelo Dibona, Agostino Verzi, Edward Broome, W. Corning		[1]	Wikipedia
item_257	Prima ascensione: Sass Rigais 	Sass Rigais	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent				4 luglio1878	1878	Eduard Niglutsch, Bruno Wagner, Giorgio Bernard, Battista Bernard			Eduard Niglutsch, Bruno Wagner, Giorgio Bernard, Battista Bernard			Wikipedia
item_258	Prima ascensione: Sasso di Santa Croce 	Sasso di Santa Croce	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent			1° salita spigolo ovest	1953	1953	Georges Livanos	Robert Gabriel		Georges Livanos, Robert Gabriel			Wikipedia
item_259	Prima ascensione: Torri del Vajolet 	Torri del Vajolet	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent				28 agosto 1882	1882	Luigi Bernard, Gottfried Merzbacher			Luigi Bernard, Gottfried Merzbacher			Wikipedia
item_260	Prima ascensione: Monte Scaletta 	Monte Scaletta	FALSE				First absolute ascent				1830	1830	capitano Luigi Fecia di Cossato			capitano Luigi Fecia di Cossato			Wikipedia
item_261	Prima ascensione: Monte Tenibres 	Monte Tenibres	FALSE				First absolute ascent				1836	1836	capitano Luigi Fecia di Cossato			capitano Luigi Fecia di Cossato			Wikipedia
item_262	Prima ascensione: Pelvo d'Elva 	Pelvo d'Elva	FALSE				First absolute ascent				1836	1836	capitano Luigi Fecia di Cossato			capitano Luigi Fecia di Cossato			Wikipedia
item_263	Prima ascensione: Punta Cornour 	Punta Cornour	FALSE				First absolute ascent				1836	1836	capitano Luigi Fecia di Cossato			capitano Luigi Fecia di Cossato		[1]	Wikipedia
item_264	Prima ascensione: Punta Rognosa di Sestriere 	Punta Rognosa di Sestriere	FALSE				First absolute ascent				1836	1836	capitano Luigi Fecia di Cossato			capitano Luigi Fecia di Cossato			Wikipedia
item_265	Prima ascensione: Blümlisalp 	Blümlisalp	FALSE		Golden age of alpinism		First absolute ascent				27 agosto 1860	1860	Leslie Stephen, Melchior Anderegg, Robert Liveing, Fritz Ogi, P. Simond, J. K. Stone			Leslie Stephen, Melchior Anderegg, Robert Liveing, Fritz Ogi, P. Simond, J. K. Stone			Wikipedia
item_266	Prima ascensione: Monte Dom 	Monte Dom	FALSE		Golden age of alpinism		First absolute ascent				11 settembre 1858	1858	John Llewelyn-Davies, Johannes Zumtaugwald, Johann Kronig, Hieronymous Brantschen		Switzerland, England	John Llewelyn-Davies, Johannes Zumtaugwald, Johann Kronig, Hieronymous Brantschen		Studer, Vol 2, pp. 117-9	Wikipedia, Wikipedia Table
item_267	Prima ascensione: Grand Flambeau 	Grand Flambeau	FALSE		Silver age of alpinism		First absolute ascent				20/07/1866	1866	Henri Cordier, Jakob Anderegg, Kaspar Maurer			Henri Cordier, Jakob Anderegg, Kaspar Maurer			Wikipedia
item_268	Prima ascensione: Sass Maor 	Sass Maor	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent				1875	1875	H. A. Beachcroft, Charles Comyns Tucker, François Devouassoud, B. Della Santa			H. A. Beachcroft, Charles Comyns Tucker, François Devouassoud, B. Della Santa			Wikipedia
item_269	Prima ascensione: Aiguille Blanche de Peuterey 	Aiguille Blanche de Peuterey	FALSE				First absolute ascent				31/07/1885	1885	Émile Rey, Ambros Supersaxo, Alois Andenmatten, Henry Seymour King		Italy, Switzerland, England	Émile Rey, Ambros Supersaxo, Alois Andenmatten, Henry Seymour King			Wikipedia, Wikipedia Table
item_270	Prima ascensione: Monte Cevedale 	Monte Cevedale	FALSE		Silver age of alpinism		First absolute ascent				7 settembre 1865	1865	Julius von Payer, Johann Pinggera, J. Reinstadler			Julius von Payer, Johann Pinggera, J. Reinstadler			Wikipedia
item_271	Prima ascensione: Testa del Rutor 	Testa del Rutor	FALSE		Golden age of alpinism		First absolute ascent				16 agosto 1858	1858	Gottlieb Samuel Studer, Johann Jakob Weilenmann, B. Weilenmann	Jean-Baptiste Frassy di Valgrisenche		Gottlieb Samuel Studer, Johann Jakob Weilenmann, B. Weilenmann, Jean-Baptiste Frassy di Valgrisenche		Alessandro Giorgetta, Alpi Graie Centrali, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1985. [p. 211]	Wikipedia
item_272	Prima ascensione: Aiguille du Midi 	Aiguille du Midi	FALSE				First absolute ascent				4 agosto1818	1818	Antoni Malczewski, Jean-Michel Balmat	altre cinqueguide		Antoni Malczewski, Jean-Michel Balmat, altre cinqueguide			Wikipedia
item_273	Prima ascensione: Cevedale II 	Cevedale II	FALSE		Golden age of alpinism		First absolute ascent				13 agosto 1864	1864	Edmund Mojsisovics, Sebastian Janiger			Edmund Mojsisovics, Sebastian Janiger			Wikipedia
item_274	Prima ascensione: Punta Beltovo di Dentro 	Punta Beltovo di Dentro	FALSE		Silver age of alpinism		First absolute ascent				agosto 1865	1865	Edmund Mojsisovics, Sebastian Janiger			Edmund Mojsisovics, Sebastian Janiger			Wikipedia
item_275	Prima ascensione: Punta Ghigo 	Punta Ghigo	FALSE				First absolute ascent				20 agosto1903	1903	Victor De Cessole, Andrea Ghigo			Victor De Cessole, Andrea Ghigo			Wikipedia
item_276	Prima ascensione: Punta Gnifetti 	Punta Gnifetti	FALSE				First absolute ascent				9 agosto1842	1842	Giovanni Gnifetti, Cristoforo Ferraris, Cristoforo Grober, Giacomo Giordani, Giovanni Giordani, Giuseppe Farinetti			Giovanni Gnifetti, Cristoforo Ferraris, Cristoforo Grober, Giacomo Giordani, Giovanni Giordani, Giuseppe Farinetti			Wikipedia
item_277	Prima ascensione: Roche Faurio 	Roche Faurio	FALSE		Silver age of alpinism		First absolute ascent				21 giugno 1873	1873	Thomas Cox, Frederick Gardiner, Richard Pendlebury, W.M. Pendlebury, C. Taylor	Hans e Peter Baumann, Peter Knubel, Josef Marie Lochmatter		Thomas Cox, Frederick Gardiner, Richard Pendlebury, W.M. Pendlebury, C. Taylor, Hans e Peter Baumann, Peter Knubel, Josef Marie Lochmatter		[1]	Wikipedia
item_278	Prima ascensione: Pan di Zucchero (Alpi dello Stubai) 	Pan di Zucchero (Alpi dello Stubai)	FALSE		Golden age of alpinism		First absolute ascent				1863	1863	Joseph Anton Specht, Alois Tanzer			Joseph Anton Specht, Alois Tanzer			Wikipedia
item_279	Prima ascensione: Becco della Pazienza 	Becco della Pazienza	FALSE				First absolute ascent				6 agosto 1892	1892	George Yeld, F. Pession, A. Pellissier			George Yeld, F. Pession, A. Pellissier			Wikipedia
item_280	Prima ascensione: Cima Catinaccio 	Cima Catinaccio	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent				1874	1874	Charles Comyns Tucker, T. H. Carson, François Devouassoud			Charles Comyns Tucker, T. H. Carson, François Devouassoud			Wikipedia
item_281	Prima ascensione: Aiguille Noire de Peuterey 	Aiguille Noire de Peuterey	FALSE		Silver age of alpinism		First absolute ascent				05/08/1877	1877	Lord Wentworth, Émile Rey, Jean-Baptiste Bich			Lord Wentworth, Émile Rey, Jean-Baptiste Bich		[1]	Wikipedia
item_282	Prima ascensione: Cervino 	Cervino	TRUE	La drammatica conquista di Edward Whymper che segnò un'epoca, con la tragica perdita di quattro compagni durante la discesa.	Silver age of alpinism		First absolute ascent			Wikipedia Article on the Expedition: https://en.wikipedia.org/wiki/First_ascent_of_the_Matterhorn	14 luglio 1865	1865	Edward Whymper, Lord Francis Douglas, Charles Hudson, Douglas Robert Hadow	Michel Croz, Peter Taugwalder senior, Peter Taugwalder junior	French, Switzerland, British	Edward Whymper, Lord Francis Douglas, Charles Hudson, Douglas Robert Hadow, Michel Croz, Peter Taugwalder senior, Peter Taugwalder junior		Studer, Vol 2, pp. 166-73	Wikipedia, Wikipedia Table
item_283	Prima ascensione: Dent d'Hérens 	Dent d'Hérens	FALSE		Golden age of alpinism		First absolute ascent				12 agosto 1863	1863	Florence Crauford Grove, William Edward Hall, Reginald Somerled Macdonald, Montagu Woodmass	Melchior Anderegg, Jean-Pierre Cachat, Peter Perren	Switzerland, England	Florence Crauford Grove, William Edward Hall, Reginald Somerled Macdonald, Montagu Woodmass, Melchior Anderegg, Jean-Pierre Cachat, Peter Perren		Studer, Vol 2, pp. 288-93	Wikipedia, Wikipedia Table
item_284	Prima ascensione: Aiguille de Bionnassay 	Aiguille de Bionnassay	FALSE		Silver age of alpinism		First absolute ascent				28/07/1865	1865	Edward North Buxton, Florence Crauford Grove, Reginald Somerled Macdonald	Jean-Pierre Cachat, Michel-Clément Payot		Edward North Buxton, Florence Crauford Grove, Reginald Somerled Macdonald, Jean-Pierre Cachat, Michel-Clément Payot			Wikipedia
item_285	Prima ascensione: Punta Parrot 	Punta Parrot	FALSE		Golden age of alpinism		First absolute ascent				16 agosto 1863	1863	Reginald Somerled Macdonald, Florence Crauford Grove, Montagu Woodmass	Melchior Anderegg, Peter Perren		Reginald Somerled Macdonald, Florence Crauford Grove, Montagu Woodmass, Melchior Anderegg, Peter Perren			Wikipedia
item_286	Prima ascensione: Tête Blanche (Alpi Pennine) 	Tête Blanche (Alpi Pennine)	FALSE				First absolute ascent				15 agosto1849	1849	Gottlieb Lauterburg, Gottlieb Samuel Studer, Melchior Ulrich, Anton Binner, Joseph Binner, Niklaus Inderbinnen, Johann Madutz			Gottlieb Lauterburg, Gottlieb Samuel Studer, Melchior Ulrich, Anton Binner, Joseph Binner, Niklaus Inderbinnen, Johann Madutz		[1]	Wikipedia
item_287	Prima ascensione: Aiguilles du Dru 	Aiguilles du Dru	FALSE				First absolute ascent				12/09/1878	1878	Clinton Thomas Dent, James Walker Hartley	Alexander Burgener, Kaspar Maurer	Switzerland, England	Clinton Thomas Dent, James Walker Hartley, Alexander Burgener, Kaspar Maurer			Wikipedia, Wikipedia Table
item_288	Prima ascensione: Aiguille de l'Éboulement 	Aiguille de l'Éboulement	FALSE		Silver age of alpinism		First absolute ascent				07/07/1866	1866	Charles Edward Mathews, Anthony Adams Reilly	Michel A. Ducroz, Michel Ambroise Balmat		Charles Edward Mathews, Anthony Adams Reilly, Michel A. Ducroz, Michel Ambroise Balmat			Wikipedia
item_289	Prima ascensione: Ellmauer Halt 	Ellmauer Halt	FALSE		Silver age of alpinism		First absolute ascent				29 giugno1869	1869	Karl Hoffmann, J. Schlechter			Karl Hoffmann, J. Schlechter			Wikipedia
item_290	Prima ascensione: Gran Pilastro 	Gran Pilastro	FALSE		Silver age of alpinism		First absolute ascent				24/07/1865	1865	Paul Grohmann, Georg Samer, Peter Fuchs			Paul Grohmann, Georg Samer, Peter Fuchs			Wikipedia
item_291	Prima ascensione: Grand Capucin 	Grand Capucin	FALSE				First absolute ascent				24/07/1924	1924	Adolphe Rey, Henri Rey, Louis Lainier, Enrico Augusto			Adolphe Rey, Henri Rey, Louis Lainier, Enrico Augusto			Wikipedia
item_292	Prima ascensione: Gross Fiescherhorn 	Gross Fiescherhorn	FALSE		Golden age of alpinism		First absolute ascent				23 luglio 1862	1862	Adolphus Warburton Moore, Hereford Brooke George	Christian Almer, Ulrich Kaufmann		Adolphus Warburton Moore, Hereford Brooke George, Christian Almer, Ulrich Kaufmann			Wikipedia
item_293	Prima ascensione: Monte Paterno 	Monte Paterno	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent				11 settembre 1882	1882	Franz Innerkofler, Erich Künigl			Franz Innerkofler, Erich Künigl			Wikipedia
item_294	Prima ascensione: Pizzo Ligoncio 	Pizzo Ligoncio	FALSE		Silver age of alpinism		First absolute ascent				9 agosto 1881	1881	Antonio Baroni, F. Lurani, G. Fiorelli			Antonio Baroni, F. Lurani, G. Fiorelli		[1]	Wikipedia
item_295	Prima ascensione: Cima di Jazzi 	Cima di Jazzi	FALSE				First absolute ascent				agosto 1851	1851	G.M. Sykes, Matthäus Zumtaugwald			G.M. Sykes, Matthäus Zumtaugwald		[1]	Wikipedia
item_296	Prima ascensione: La Madre di Dio 	La Madre di Dio	FALSE				First absolute ascent				19 settembre1901	1901	Victor de Cessole, Jean-Baptiste Plent, Andrea Ghigo			Victor de Cessole, Jean-Baptiste Plent, Andrea Ghigo			Wikipedia
item_297	Prima ascensione: Becca di Gay 	Becca di Gay	FALSE		Silver age of alpinism		First absolute ascent				14 giugno 1875	1875	Luigi Vaccarone, P. Palestrino, Antonio Castagneri, Antonio Boggiatto, G. Bricco			Luigi Vaccarone, P. Palestrino, Antonio Castagneri, Antonio Boggiatto, G. Bricco		Emanuele Andreis, Renato Chabod e Mario C. Santi, Gran Paradiso, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	Wikipedia
