pivot_ID	Item_Name	Location	in_evidence	in_evidence_description	storytelling_path	storytelling_path_description	Type	Dispute	Note	Date	Year	Period_categorisation	Alpinist	Guide	Nationality	Expedition_members	Fonti_relazionate_membri	Fonti_primarie	Altri_riferimenti	Fonti	source
item_273	Prima ascensione: Cevedale II	Cevedale II	FALSE		Golden age of alpinism		Prima ascensione			13/08/1864	1864	golden age	Edmund Mojsisovics, Sebastian Janiger		Austro-German alpine expedition	Edmund Mojsisovics, Sebastian Janiger					Wikipedia
item_274	Prima ascensione: Punta Beltovo di Dentro	Punta Beltovo di Dentro	FALSE		Silver age of alpinism		Prima ascensione			01/08/1865	1865	golden age	Edmund Mojsisovics, Sebastian Janiger		Austro-German alpine expedition	Edmund Mojsisovics, Sebastian Janiger					Wikipedia
item_275	Prima ascensione: Punta Ghigo	Punta Ghigo	FALSE				Prima ascensione			20/08/1903	1903	post	Victor De Cessole, Andrea Ghigo		Italian alpine expedition	Victor De Cessole, Andrea Ghigo					Wikipedia
item_276	Prima ascensione: Punta Gnifetti	Punta Gnifetti	FALSE				Prima ascensione			09/08/1842	1842	proto-alpinism	Giovanni Gnifetti, Cristoforo Ferraris, Cristoforo Grober, Giacomo Giordani, Giovanni Giordani, Giuseppe Farinetti	altri 2	Italian alpine expedition	Giovanni Gnifetti, Cristoforo Ferraris, Cristoforo Grober, Giacomo Giordani, Giovanni Giordani, Giuseppe Farinetti, altri 2				Descrizione del negativo fotografico: Francesco Ravelli di fronte al Monte Rosa[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:118363]	Wikipedia
item_277	Prima ascensione: Roche Faurio	Roche Faurio	FALSE		Silver age of alpinism		Prima ascensione			21/06/1873	1873	silver age	Thomas Cox, Frederick Gardiner, Richard Pendlebury, W.M. Pendlebury, C. Taylor	Hans e Peter Baumann, Peter Knubel, Josef Marie Lochmatter	British alpine expedition	Thomas Cox, Frederick Gardiner, Richard Pendlebury, W.M. Pendlebury, C. Taylor, Hans e Peter Baumann, Peter Knubel, Josef Marie Lochmatter				[1]	Wikipedia
item_278	Prima ascensione: Pan di Zucchero (Alpi dello Stubai)	Pan di Zucchero (Alpi dello Stubai)	FALSE		Golden age of alpinism		Prima ascensione			1863	1863	golden age	Joseph Anton Specht, Alois Tanzer		Austro-German alpine expedition	Joseph Anton Specht, Alois Tanzer					Wikipedia
item_279	Prima ascensione: Becco della Pazienza	Becco della Pazienza	FALSE				Prima ascensione			06/08/1892	1892	post	George Yeld, F. Pession, A. Pellissier		British alpine expedition	George Yeld, F. Pession, A. Pellissier					Wikipedia
item_280	Prima ascensione: Cima Catinaccio	Cima Catinaccio	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		Prima ascensione			1874	1874	silver age	Charles Comyns Tucker, T. H. Carson, François Devouassoud		British alpine expedition	Charles Comyns Tucker, T. H. Carson, François Devouassoud					Wikipedia
item_281	Prima ascensione: Aiguille Noire de Peuterey	Aiguille Noire de Peuterey	FALSE		Silver age of alpinism		Prima ascensione			05/08/1877	1877	silver age	Lord Wentworth, Émile Rey		British alpine expedition	Lord Wentworth, Émile Rey				[1]	Wikipedia
item_282	Prima ascensione: Cervino	Cervino	TRUE	La drammatica conquista di Edward Whymper che segnò un'epoca, con la tragica perdita di quattro compagni durante la discesa.	Silver age of alpinism		Prima ascensione		Wikipedia Article on the Expedition: https://en.wikipedia.org/wiki/First_ascent_of_the_Matterhorn	14/07/1865	1865	golden age	Edward Whymper, Lord Francis Douglas, Charles Hudson, Douglas Robert Hadow	Michel Croz, Peter Taugwalder senior, Peter Taugwalder junior	British alpine expedition	Edward Whymper, Lord Francis Douglas, Charles Hudson, Douglas Robert Hadow, Michel Croz, Peter Taugwalder senior, Peter Taugwalder junior				Studer, Vol 2, pp. 166-73	Wikipedia, Wikipedia Table
item_283	Prima ascensione: Dent d'Hérens	Dent d'Hérens	FALSE		Golden age of alpinism		Prima ascensione			12/08/1863	1863	golden age	Florence Crauford Grove, William Edward Hall, Reginald Somerled Macdonald, Montagu Woodmass	Melchior Anderegg, Jean-Pierre Cachat, Peter Perren	British alpine expedition	Florence Crauford Grove, William Edward Hall, Reginald Somerled Macdonald, Montagu Woodmass, Melchior Anderegg, Jean-Pierre Cachat, Peter Perren				Studer, Vol 2, pp. 288-93	Wikipedia, Wikipedia Table
item_284	Prima ascensione: Aiguille de Bionnassay	Aiguille de Bionnassay	FALSE		Silver age of alpinism		Prima ascensione			28/07/1865	1865	golden age	Edward North Buxton, Florence Crauford Grove, Reginald Somerled Macdonald	Jean-Pierre Cachat, Michel-Clément Payot	British alpine expedition	Edward North Buxton, Florence Crauford Grove, Reginald Somerled Macdonald, Jean-Pierre Cachat, Michel-Clément Payot					Wikipedia
item_285	Prima ascensione: Punta Parrot	Punta Parrot	FALSE		Golden age of alpinism		Prima ascensione			16/08/1863	1863	golden age	Reginald Somerled Macdonald, Florence Crauford Grove, Montagu Woodmass	Melchior Anderegg, Peter Perren	British alpine expedition	Reginald Somerled Macdonald, Florence Crauford Grove, Montagu Woodmass, Melchior Anderegg, Peter Perren					Wikipedia
item_286	Prima ascensione: Tête Blanche (Alpi Pennine)	Tête Blanche (Alpi Pennine)	FALSE				Prima ascensione			15/08/1849	1849	proto-alpinism	Gottlieb Lauterburg, Gottlieb Samuel Studer, Melchior Ulrich, Anton Binner, Joseph Binner, Niklaus Inderbinnen, Johann Madutz		Franco-Swiss alpine expedition	Gottlieb Lauterburg, Gottlieb Samuel Studer, Melchior Ulrich, Anton Binner, Joseph Binner, Niklaus Inderbinnen, Johann Madutz				[1]	Wikipedia
item_287	Prima ascensione: Aiguilles du Dru	Aiguilles du Dru	FALSE				Prima ascensione			12/09/1878	1878	silver age	Clinton Thomas Dent, James Walker Hartley	Alexander Burgener, Kaspar Maurer	British alpine expedition	Clinton Thomas Dent, James Walker Hartley, Alexander Burgener, Kaspar Maurer					Wikipedia, Wikipedia Table
item_288	Prima ascensione: Aiguille de l'Éboulement	Aiguille de l'Éboulement	FALSE		Silver age of alpinism		Prima ascensione			07/07/1866	1866	silver age	Charles Edward Mathews, Anthony Adams Reilly	Michel A. Ducroz, Michel Ambroise Balmat	British alpine expedition	Charles Edward Mathews, Anthony Adams Reilly, Michel A. Ducroz, Michel Ambroise Balmat					Wikipedia
item_289	Prima ascensione: Ellmauer Halt	Ellmauer Halt	FALSE		Silver age of alpinism		Prima ascensione			29/06/1869	1869	silver age	Karl Hoffmann, J. Schlechter		Austro-German alpine expedition	Karl Hoffmann, J. Schlechter					Wikipedia
item_290	Prima ascensione: Gran Pilastro	Gran Pilastro	FALSE		Silver age of alpinism		Prima ascensione			24/07/1865	1865	golden age	Paul Grohmann, Georg Samer, Peter Fuchs		Austro-German alpine expedition	Paul Grohmann, Georg Samer, Peter Fuchs	Grohmann, Paul <1838-1908> - Ascensioni alpinistiche - Dolomiti - Sec. 19. Wanderungen in den Dolomiten[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:12002]|Grohmann, Paul <1838-1908> - La scoperta delle Dolomiti 1862[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:10882]|Sposito, Livio. Paul Grohmann : guida biografica alle sue vie[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:127829]|[Ritratto di] Paul Grohmann[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:110671]				Wikipedia
item_291	Prima ascensione: Grand Capucin	Grand Capucin	FALSE				Prima ascensione			24/07/1924	1924	post	Adolphe Rey, Henri Rey, Louis Lainier, Enrico Augusto		Franco-Swiss alpine expedition	Adolphe Rey, Henri Rey, Louis Lainier, Enrico Augusto					Wikipedia
item_292	Prima ascensione: Gross Fiescherhorn	Gross Fiescherhorn	FALSE		Golden age of alpinism		Prima ascensione			23/07/1862	1862	golden age	Adolphus Warburton Moore, Hereford Brooke George	Christian Almer, Ulrich Kaufmann	British alpine expedition	Adolphus Warburton Moore, Hereford Brooke George, Christian Almer, Ulrich Kaufmann					Wikipedia
item_293	Prima ascensione: Monte Paterno	Monte Paterno	FALSE		Prime Ascensioni sulle Dolomiti		Prima ascensione			11/09/1882	1882	silver age	Franz Innerkofler, Erich Künigl		Austro-German alpine expedition	Franz Innerkofler, Erich Künigl					Wikipedia
item_294	Prima ascensione: Pizzo Ligoncio	Pizzo Ligoncio	FALSE		Silver age of alpinism		Prima ascensione			09/08/1881	1881	silver age	Antonio Baroni, F. Lurani, G. Fiorelli		Italian alpine expedition	Antonio Baroni, F. Lurani, G. Fiorelli				[1]	Wikipedia
item_295	Prima ascensione: Cima di Jazzi	Cima di Jazzi	FALSE				Prima ascensione			01/08/1851	1851	proto-alpinism	G.M. Sykes, Matthäus Zumtaugwald		British alpine expedition	G.M. Sykes, Matthäus Zumtaugwald				[1]	Wikipedia
item_296	Prima ascensione: La Madre di Dio	La Madre di Dio	FALSE				Prima ascensione			19/09/1901	1901	post	Victor de Cessole, Jean-Baptiste Plent, Andrea Ghigo		Italian alpine expedition	Victor de Cessole, Jean-Baptiste Plent, Andrea Ghigo					Wikipedia
item_297	Prima ascensione: Becca di Gay	Becca di Gay	FALSE		Silver age of alpinism		Prima ascensione			14/06/1875	1875	silver age	Luigi Vaccarone, P. Palestrino, Antonio Castagneri	Antonio Boggiatto, G. Bricco	Italian alpine expedition	Luigi Vaccarone, P. Palestrino, Antonio Castagneri, Antonio Boggiatto, G. Bricco		<iframe src="https://caisidoc.cai.it:443/opac/detail/badge/mnmt:catalog:108881?height=250&showabstract=0&coversize=normal" frameborder="0" width="600" height="250"></iframe>		Emanuele Andreis, Renato Chabod e Mario C. Santi, Gran Paradiso, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	Wikipedia
item_298	Prima ascensione: Pic de la Grave	Pic de la Grave	FALSE		Silver age of alpinism		Prima ascensione			14/07/1874	1874	silver age	William Auguste Coolidge, Christian Almer, R. Kauffman		British alpine expedition	William Auguste Coolidge, Christian Almer, R. Kauffman					Wikipedia
item_299	Prima ascensione: Averau	Averau	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		Prima ascensione			10/08/1874	1874	silver age	Santo Siorpaes, R. Issler		Austro-German alpine expedition	Santo Siorpaes, R. Issler					Wikipedia
item_300	Prima ascensione: Punta Walker	Punta Walker	FALSE		Silver age of alpinism		Prima ascensione			30/06/1868	1868	silver age	Horace Walker, Melchior Anderegg, Johann Jaun, Julien Grange		British alpine expedition	Horace Walker, Melchior Anderegg, Johann Jaun, Julien Grange					Wikipedia, Wikipedia Table
item_301	Prima ascensione: Ciarforon	Ciarforon	FALSE		Silver age of alpinism		Prima ascensione			25/08/1871	1871	silver age	Filippo Vallino, A. Blanchetti		Italian alpine expedition	Filippo Vallino, A. Blanchetti				Emanuele Andreis, Renato Chabod e Mario C. Santi, Gran Paradiso, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	Wikipedia
item_302	Prima ascensione: Tresenta	Tresenta	FALSE		Silver age of alpinism		Prima ascensione			1867	1867	silver age	Martino Baretti, A. Blanchetti		Italian alpine expedition	Martino Baretti, A. Blanchetti				[2]	Wikipedia
item_303	Prima ascensione: Cima Cunturines	Cima Cunturines	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		Prima ascensione			04/08/1880	1880	silver age	Santo Siorpaes, Albrecht Grünwald		Austro-German alpine expedition	Santo Siorpaes, Albrecht Grünwald					Wikipedia
item_304	Prima ascensione: Cima Mondini	Cima Mondini	FALSE				Prima ascensione			25/06/1890	1890	post	Ludwig Purtschellere, Walter Bodenmann		Austro-German alpine expedition	Ludwig Purtschellere, Walter Bodenmann					Wikipedia
item_305	Prima ascensione: Cima Presanella	Cima Presanella	FALSE		Golden age of alpinism		Prima ascensione			27/08/1864	1864	golden age	Douglas William Freshfield, François Devouassoud, M. Beachroft, I.D. Walker		British alpine expedition	Douglas William Freshfield, François Devouassoud, M. Beachroft, I.D. Walker					Wikipedia
item_306	Prima ascensione: Cima Una	Cima Una	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		Prima ascensione			26/07/1879	1879	silver age	Loránd Eötvös,Michl Innerkofler, F. Happacher		Austro-German alpine expedition	Loránd Eötvös,Michl Innerkofler, F. Happacher	Michl : Michl Innerkofler und Sextner Bergfuhrer : rifugi montagne guide alpine di Sesto / a cura di Bepi Pellegrinon ; testi di Camillo Berti, Rudolf Holzer, Bepi Pellegrinon ; con la collaborazione di Herbert Summerer e Kurt Stauder[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:40218]|Michel Innerkofler : guida alpina di Sesto / C. Berti[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:114913]				Wikipedia
item_307	Prima ascensione: Mont Mallet	Mont Mallet	FALSE		Silver age of alpinism		Prima ascensione			04/09/1871	1871	silver age	Gabriel Loppe, Leslie Stephen, Frederich A. Wallroth, Melchior Anderegg,  Jean-Pierre Cachat, Alexandre Tournier		British alpine expedition	Gabriel Loppe, Leslie Stephen, Frederich A. Wallroth, Melchior Anderegg,  Jean-Pierre Cachat, Alexandre Tournier				Renato Chabod, Lorenzo Grivel, Silvio Saglio e Gino Buscaini, Monte Bianco, vol. II, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1968. [p. 76]	Wikipedia
item_308	Prima ascensione: Punta Budden (Alpi Pennine)	Punta Budden (Alpi Pennine)	FALSE				Prima ascensione			1904	1904	post	Ugo De Amicis, Guido Rey	Aimé Maquignaz, Ange Maquignaz, Joseph Pession	Italian alpine expedition	Ugo De Amicis, Guido Rey, Aimé Maquignaz, Ange Maquignaz, Joseph Pession					Wikipedia
item_309	Prima ascensione: Punta Roma	Punta Roma	FALSE				Prima ascensione			29/08/1905	1905	post	Ubaldo Valbusa, Claudio Perotti		Italian alpine expedition	Ubaldo Valbusa, Claudio Perotti					Wikipedia
item_310	Prima ascensione: Punta Udine	Punta Udine	FALSE				Prima ascensione			1º settembre1899	1899	post	Giuseppe Morassutti, Giuseppe Perotti		Italian alpine expedition	Giuseppe Morassutti, Giuseppe Perotti					Wikipedia
item_311	Prima ascensione: Škrlatica	Škrlatica	FALSE		Silver age of alpinism		Prima ascensione			1880	1880	silver age	Julius Kugy, Andrej Komac, Matija Kravanja		Austro-German alpine expedition	Julius Kugy, Andrej Komac, Matija Kravanja					Wikipedia
item_312	Prima ascensione: Trisselwand	Trisselwand	FALSE				Prima ascensione			1906	1906	post	Karl Greenitz, Franz Kleinhans, Hans Reinl		Austro-German alpine expedition	Karl Greenitz, Franz Kleinhans, Hans Reinl					Wikipedia
item_313	Prima ascensione: Vetta d'Italia	Vetta d'Italia	FALSE				Prima ascensione			10/07/1895	1895	post	Fritz Koegel, Franz Hofer		Austro-German alpine expedition	Fritz Koegel, Franz Hofer					Wikipedia
item_314	Prima ascensione: Levanna Centrale	Levanna Centrale	FALSE		Silver age of alpinism		Prima ascensione			17/08/1875	1875	silver age	Antonio Gramaglia, Luigi Vaccarone		Italian alpine expedition	Antonio Gramaglia, Luigi Vaccarone					Wikipedia
item_315	Prima ascensione: Monte Agner	Monte Agner	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		Prima ascensione			1875	1875	silver age	Cesare Tomè, Martino Gnech, Tommaso da Col		Local guide-led ascent	Cesare Tomè, Martino Gnech, Tommaso da Col					Wikipedia
item_316	Prima ascensione: Torre del Gran San Pietro	Torre del Gran San Pietro	FALSE		Silver age of alpinism		Prima ascensione			1865	1865	golden age	Martino Baretti, Amé Gorrete, Jean-Pierre Carrel		Italian alpine expedition	Martino Baretti, Amé Gorrete, Jean-Pierre Carrel				[1]	Wikipedia
item_317	Prima ascensione: Waxenstein	Waxenstein	FALSE		Silver age of alpinism		Prima ascensione			09/08/1871	1871	silver age	Martin Ostler, Hermann von Barth		Austro-German alpine expedition	Martin Ostler, Hermann von Barth					Wikipedia
item_318	Prima ascensione: Pizzo d'Andolla	Pizzo d'Andolla	FALSE				Prima ascensione			1884	1884	post	Henry Seymour King, Ambros Supersaxo, Alois Anthamatten		British alpine expedition	Henry Seymour King, Ambros Supersaxo, Alois Anthamatten					Wikipedia
item_319	Prima ascensione: Dente del Gigante	Dente del Gigante	FALSE				Prima ascensione			28/07/1882	1882	silver age	Jean-Joseph Maquignaz, Baptiste Maquignaz, Daniel Maquignaz		Franco-Swiss alpine expedition	Jean-Joseph Maquignaz, Baptiste Maquignaz, Daniel Maquignaz					Wikipedia, Wikipedia Table
item_320	Prima ascensione: Viso di Vallanta	Viso di Vallanta	FALSE				Prima ascensione			07/09/1891	1891	post	Claudio Perotti, Giuseppe Perotti, Paolo Gastaldi, Vittorio Giordana		Italian alpine expedition	Claudio Perotti, Giuseppe Perotti, Paolo Gastaldi, Vittorio Giordana					Wikipedia
item_321	Prima ascensione: Nadelhorn	Nadelhorn	FALSE		Golden age of alpinism		Prima ascensione			16/09/1858	1858	golden age	Franz Andenmatten, Baptiste Epiney, Aloys Supersaxo, J. Zimmermann		Franco-Swiss alpine expedition	Franz Andenmatten, Baptiste Epiney, Aloys Supersaxo, J. Zimmermann					Wikipedia
item_322	Prima ascensione: Levanne	Levanne	FALSE		Silver age of alpinism		Prima ascensione			17/08/1875	1875	silver age	Antonio Gramaglia, Luigi Vaccarone		Italian alpine expedition	Antonio Gramaglia, Luigi Vaccarone					Wikipedia
item_323	Prima ascensione: Mont Aiguille	Mont Aiguille	FALSE				Prima ascensione			27 Jun 1492	1492	proto-alpinism	Antoine de Ville, 8 to 10 more people		Franco-Swiss alpine expedition	Antoine de Ville, 8 to 10 more people					Wikipedia, Wikipedia Table
item_324	Prima ascensione: Carè Alto	Carè Alto	FALSE		Silver age of alpinism		Prima ascensione			08/08/1865	1865	golden age	S.T. Taylor, Hugh de Fellenberg Montgomery		British alpine expedition	S.T. Taylor, Hugh de Fellenberg Montgomery					Wikipedia
item_325	Prima ascensione: Aiguille du Goûter	Aiguille du Goûter	FALSE				Prima ascensione			prima del 1784	1784	proto-alpinism	François Cuidet, François Gervais		Franco-Swiss alpine expedition	François Cuidet, François Gervais				Renato Chabod, Lorenzo Grivel, Silvio Saglio, Monte Bianco, vol. I, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963, ISBN 88-365-0063-3.	Wikipedia
item_326	Prima ascensione: Aiguille du Jardin	Aiguille du Jardin	FALSE				Prima ascensione			01/08/1904	1904	post	E. Fontaine	Jean Ravanel, Léon Tournier	Franco-Swiss alpine expedition	E. Fontaine, Jean Ravanel, Léon Tournier					Wikipedia
item_327	Prima ascensione: Brana (monte)	Brana (monte)	FALSE		Silver age of alpinism		Prima ascensione			1875	1875	silver age	Anton Bauer, J.Seidl		Austro-German alpine expedition	Anton Bauer, J.Seidl					Wikipedia
item_328	Prima ascensione: Äbeni Flue	Äbeni Flue	FALSE		Silver age of alpinism		Prima ascensione			27/08/1868	1868	silver age	Thomas Lloyd Murray Browne	Peter Bohren, Peter Schlegel	British alpine expedition	Thomas Lloyd Murray Browne, Peter Bohren, Peter Schlegel					Wikipedia
item_329	Prima ascensione: Cima Falkner	Cima Falkner	FALSE				Prima ascensione			estate 1882	1882	silver age	Alberto de Falkner	Antonio Dallagiacoma	Austro-German alpine expedition	Alberto de Falkner, Antonio Dallagiacoma					Wikipedia
item_330	Prima ascensione: Monte Razor	Monte Razor	FALSE				Prima ascensione			1842	1842	proto-alpinism	Otto Sendtner		Austro-German alpine expedition	Otto Sendtner					Wikipedia
item_331	Prima ascensione: Monte Sernio	Monte Sernio	FALSE		Silver age of alpinism		Prima ascensione			21/08/1879	1879	silver age	Minetta Grassi, Annina Grassi		Italian alpine expedition	Minetta Grassi, Annina Grassi					Wikipedia
item_332	Prima ascensione: Monte Tullen	Monte Tullen	FALSE		Prime Ascensioni sulle Dolomiti		Prima ascensione			06/10/1895	1895	post	Hermann Delago			Hermann Delago					Wikipedia
item_333	Prima ascensione: Muntanitz	Muntanitz	FALSE		Silver age of alpinism		Prima ascensione			02/09/1871	1871	silver age	Arthur von Schmid	Führer Thomas Groder		Arthur von Schmid, Führer Thomas Groder					Wikipedia
item_334	Prima ascensione: Pic Gaspard	Pic Gaspard	FALSE				Prima ascensione			1878	1878	silver age	Henry Duhamel	Pierre Gaspard, Christophe Roderon		Henry Duhamel, Pierre Gaspard, Christophe Roderon					Wikipedia
item_335	Prima ascensione: Puitkogel	Puitkogel	FALSE				Prima ascensione			29/08/1894	1894	post	F. Lantscher, Josef Gstrein			F. Lantscher, Josef Gstrein					Wikipedia
item_336	Prima ascensione: Punta Basei	Punta Basei	FALSE		Silver age of alpinism		Prima ascensione			1875	1875	silver age	C. Poccardi, G. Blanchetti			C. Poccardi, G. Blanchetti					Wikipedia
item_337	Prima ascensione: Punta dei Cors	Punta dei Cors	FALSE		Silver age of alpinism		Prima ascensione			27/07/1877	1877	silver age	Giuseppe Corona	Jean-Pierre Maquignaz		Giuseppe Corona, Jean-Pierre Maquignaz					Wikipedia
item_338	Prima ascensione: Punta di Ceresole	Punta di Ceresole	FALSE		Silver age of alpinism		Prima ascensione			1º luglio 1874	1874	silver age	Alessandro E. Martelli	Jean-Joseph Maquignaz, Salomon Meynet		Alessandro E. Martelli, Jean-Joseph Maquignaz, Salomon Meynet				[1]	Wikipedia
item_339	Prima ascensione: Punta Grober	Punta Grober	FALSE		Silver age of alpinism		Prima ascensione			03/09/1874	1874	silver age	Antonio Grober, Giuseppe Antonelli, Giuseppe Necer	due portatori		Antonio Grober, Giuseppe Antonelli, Giuseppe Necer, due portatori					Wikipedia
item_340	Prima ascensione: Punta Innominata	Punta Innominata	FALSE		Silver age of alpinism		Prima ascensione			23/07/1872	1872	silver age	Agostino Durazzo, Julien Grange, Séraphin Henry			Agostino Durazzo, Julien Grange, Séraphin Henry				[1]	Wikipedia
item_341	Prima ascensione: Punta Malta	Punta Malta	FALSE				Prima ascensione			1907	1907	post	Ubaldo Valbusa			Ubaldo Valbusa					Wikipedia
item_342	Prima ascensione: Roccia Viva (montagna)	Roccia Viva (montagna)	FALSE		Silver age of alpinism		Prima ascensione			05/07/1874	1874	silver age	Alessandro E. Martelli	Jean-Joseph Maquignaz, Salomon Meynet		Alessandro E. Martelli, Jean-Joseph Maquignaz, Salomon Meynet					Wikipedia
item_343	Prima ascensione: Torrone Alto	Torrone Alto	FALSE				Prima ascensione			17/06/1892	1892	post	L. Darmstädter	J. E G. Stabeler		L. Darmstädter, J. E G. Stabeler					Wikipedia
item_344	Prima ascensione: Wetterhorn	Wetterhorn	FALSE				Prima ascensione			31/08/1844	1844	proto-alpinism	Melchior Bannholzer, Johann Jaun			Melchior Bannholzer, Johann Jaun					Wikipedia, Wikipedia Table
item_345	Prima ascensione: Becca di Monciair	Becca di Monciair	FALSE		Silver age of alpinism		Prima ascensione			14/07/1881	1881	silver age	G. Frasca, G. Blanchetti			G. Frasca, G. Blanchetti				Emanuele Andreis, Renato Chabod e Mario C. Santi, Gran Paradiso, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	Wikipedia
item_346	Prima ascensione: Aiguille de la Tsa	Aiguille de la Tsa	FALSE		Silver age of alpinism		Prima ascensione			21/07/1868	1868	silver age	Pierre Beytrison	guide		Pierre Beytrison, guide					Wikipedia
item_347	Prima ascensione: Monte Sautron	Monte Sautron	FALSE		Silver age of alpinism		Prima ascensione			1877	1877	silver age	Pio Paganini			Pio Paganini					Wikipedia
item_348	Prima ascensione: Ojstrica	Ojstrica	FALSE				Prima ascensione			1823	1823	proto-alpinism	Ernest Joanelli			Ernest Joanelli					Wikipedia
item_349	Prima ascensione: Schrankogel	Schrankogel	FALSE				Prima ascensione			20 Sep 1821	1821	proto-alpinism	Johann Georg Hargasser 			Johann Georg Hargasser 					Wikipedia
item_350	Prima ascensione: Schrankogel	Schrankogel	FALSE				Prima ascensione			1840	1840	proto-alpinism	Pfarrer Schöpf			Pfarrer Schöpf					Wikipedia
item_351	Prima ascensione: Trifthorn	Trifthorn	FALSE		Silver age of alpinism		Prima ascensione			1872	1872	silver age	W. Béreneck			W. Béreneck					Wikipedia
item_352	Prima ascensione: Altels	Altels	FALSE		Silver age of alpinism		Prima ascensione			08/07/1874	1874	silver age	Hans Hari, Hermann Löhnert, Fritz Ogi, Adolf von Steiger, Friedrich Wyss-Wyss			Hans Hari, Hermann Löhnert, Fritz Ogi, Adolf von Steiger, Friedrich Wyss-Wyss					Wikipedia
item_353	Prima ascensione: Cima Altissima	Cima Altissima	FALSE		Golden age of alpinism		Prima ascensione			1858	1858	golden age	J. Ganahl			J. Ganahl					Wikipedia
item_354	Prima ascensione: Cima del Prete	Cima del Prete	FALSE		Silver age of alpinism		Prima ascensione			26/07/1870	1870	silver age	Richard Gutberlet, Andrä Purtscheller, Alois Tanzer			Richard Gutberlet, Andrä Purtscheller, Alois Tanzer					Wikipedia
item_355	Prima ascensione: Ruderhofspitze	Ruderhofspitze	FALSE		Golden age of alpinism		Prima ascensione			30/08/1864	1864	golden age	Karl Jr. Baedeker, Pankraz Gleinser, Alois Tanzer, Anton von Ruthner			Karl Jr. Baedeker, Pankraz Gleinser, Alois Tanzer, Anton von Ruthner					Wikipedia
item_356	Prima ascensione: Schesaplana	Schesaplana	FALSE				Prima ascensione			1730	1730	proto-alpinism	Nicolin Sererhard [de] and two companions			Nicolin Sererhard [de] and two companions					Wikipedia Table
item_357	Prima ascensione: Schesaplana	Schesaplana	FALSE				Prima ascensione			24/08/1610	1610	proto-alpinism	Christa Barball, Claus Manall, David Pappus			Christa Barball, Claus Manall, David Pappus				For long considered to have been climbed by David Pappus and guides more than a century earlier, in August 1610, but this was a misconception. See Manfred Tschaikner, Das Urbar der Herrschaften Bludenz und Sonnenberg von 1620 – ein Überblick	Wikipedia
item_358	Prima ascensione: Sciora di Dentro	Sciora di Dentro	FALSE				Prima ascensione			14/08/1888	1888	post	Theodor Curtius, R. Wiesner	C. Klucker		Theodor Curtius, R. Wiesner, C. Klucker					Wikipedia
item_359	Prima ascensione: Aiguille des Grands Charmoz	Aiguille des Grands Charmoz	FALSE				Prima ascensione			09/08/1885	1885	post	Henri Dunod, P. Vignon	J. Desailloux, F. Folliguet, François Simond, G. Simond		Henri Dunod, P. Vignon, J. Desailloux, F. Folliguet, François Simond, G. Simond					Wikipedia
item_360	Prima ascensione: Aiguille du Chardonnet	Aiguille du Chardonnet	FALSE		Silver age of alpinism		Prima ascensione			01/08/1879	1879	silver age	Percy W. Thomas	Josef Imboden, Josef Marie Lochmatter		Percy W. Thomas, Josef Imboden, Josef Marie Lochmatter				[1]	Wikipedia
item_361	Prima ascensione: Aiguille du Tacul	Aiguille du Tacul	FALSE				Prima ascensione			15/01/1905	1905	post	David Couttet, Jacques Couttet	John D. Forbes, Travels		David Couttet, Jacques Couttet, John D. Forbes, Travels					Wikipedia
item_362	Prima ascensione: Cima delle Lobbie	Cima delle Lobbie	FALSE				Prima ascensione			15/04/1897	1897	post	Ercole Daniele, Carlo Ratti, Alberto Viglino			Ercole Daniele, Carlo Ratti, Alberto Viglino					Wikipedia
item_363	Prima ascensione: Cime de l'Encoula	Cime de l'Encoula	FALSE		Silver age of alpinism		Prima ascensione			1º agosto 1879	1879	silver age	Henry Duhamel	Pierre Gaspardpadre, Giraud-Lézin		Henry Duhamel, Pierre Gaspardpadre, Giraud-Lézin					Wikipedia
item_364	Prima ascensione: Monte Granero	Monte Granero	FALSE		Silver age of alpinism		Prima ascensione			23/08/1879	1879	silver age	E. Bianco, A. e C. Fiorio, F. Pagagnone, Carlo Ratti			E. Bianco, A. e C. Fiorio, F. Pagagnone, Carlo Ratti					Wikipedia
