pivot_ID	Item_Name	Location	in_evidence	in_evidence_description	storytelling_path	storytelling_path_description	Type	Dispute	Note	Date	Year	Alpinist	Guide	Nationality	Expedition_members	Reference	source
item_226	Event on Aiguille du Plat de la Selle 	Aiguille du Plat de la Selle	FALSE		Silver age of alpinism		First absolute ascent			28 giugno 1876	1876	Henri Cordier	Jakob Anderegg, Andreas Maurer		Henri Cordier, Jakob Anderegg, Andreas Maurer		Wikipedia
item_227	Event on Becco di Mezzodì 	Becco di Mezzodì	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			5 luglio 1872	1872	Santo Siorpaes, William Edward Utterson-Kelso			Santo Siorpaes, William Edward Utterson-Kelso		Wikipedia
item_228	Event on Brec de Chambeyron 	Brec de Chambeyron	FALSE				First absolute ascent			20 giugno1878	1878	Paul Agnel, Joseph Risoul			Paul Agnel, Joseph Risoul		Wikipedia
item_229	Event on Breithorn (Lauterbrunnen) 	Breithorn (Lauterbrunnen)	FALSE		Silver age of alpinism		First absolute ascent			31 luglio 1865	1865	Edmund von Fellenberg	Johann Bischoff, Peter Egger, Peter Inäbnit, Peter Michel from Lauterbrunnen and Grindelwald 		Edmund von Fellenberg, Johann Bischoff, Peter Egger, Peter Inäbnit, Peter Michel from Lauterbrunnen and Grindelwald 		Wikipedia
item_230	Event on Campanile Basso 	Campanile Basso	FALSE				First absolute ascent			18 agosto1899	1899	Otto Ampferer, Karl Berger		Austria-Hungary	Otto Ampferer, Karl Berger	Ewald Weiss, Campanile Basso/Guglia di Brenta, 100 Jahre Alpingeschichte am "Welträtsel am Stein", 1999	Wikipedia, Wikipedia Table
item_231	Event on Fletschhorn 	Fletschhorn	FALSE		Golden age of alpinism		First absolute ascent			08/08/1854	1854	Michael Amherdt	Johannes Zumkemmi, Friedrich Clause		Michael Amherdt, Johannes Zumkemmi, Friedrich Clause		Wikipedia
item_232	Event on Galenstock 	Galenstock	FALSE				First absolute ascent			18/08/1845	1845	Eduard Desor senior, Eduard Desor junior, Daniel Dollfus-Ausset	H. Währen, Melchior Bannholzer, P. Brigger, H. Jaun		Eduard Desor senior, Eduard Desor junior, Daniel Dollfus-Ausset, H. Währen, Melchior Bannholzer, P. Brigger, H. Jaun		Wikipedia
item_233	Event on Grünhorn 	Grünhorn	FALSE		Silver age of alpinism		First absolute ascent			7 agosto 1865	1865	Edmund von Fellenberg	Peter Michel, Peter Egger, Peter Inäbnit		Edmund von Fellenberg, Peter Michel, Peter Egger, Peter Inäbnit		Wikipedia
item_234	Event on Mont Blanc du Tacul 	Mont Blanc du Tacul	FALSE		Golden age of alpinism		First absolute ascent			8 agosto1855	1855	Charles Hudson			Charles Hudson		Wikipedia
item_235	Event on Punta Rossa della Grivola 	Punta Rossa della Grivola	FALSE		Golden age of alpinism		First absolute ascent			1864	1864	Hugh de Fellenberg Montgomery, Sedley Taylor, Johann Tannler			Hugh de Fellenberg Montgomery, Sedley Taylor, Johann Tannler		Wikipedia
item_236	Event on Rimpfischhorn 	Rimpfischhorn	FALSE		Golden age of alpinism		First absolute ascent			9 settembre 1859	1859	Leslie Stephen, Robert Liveing	Melchior Anderegg, Johannes Zumtaugwald	Switzerland, England	Leslie Stephen, Robert Liveing, Melchior Anderegg, Johannes Zumtaugwald	Wolfgang Pusch, Helmut Dumler, Willi P. Burkhardt, Viertausender der Alpen, Bergverlag Rother GmbH, 2013, p. 103	Wikipedia, Wikipedia Table
item_237	Event on Cimon della Pala 	Cimon della Pala	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			3 giugno1870	1870	Edward Robson Whitwell, Santo Siorpaes, Christian Lauener			Edward Robson Whitwell, Santo Siorpaes, Christian Lauener		Wikipedia
item_238	Event on Becca di Moncorvé 	Becca di Moncorvé	FALSE				First absolute ascent			12 agosto1885	1885	Luigi Vaccarone			Luigi Vaccarone		Wikipedia
item_239	Event on Levanna Occidentale 	Levanna Occidentale	FALSE		Golden age of alpinism		First absolute ascent			1857	1857	Antonio Tonini			Antonio Tonini		Wikipedia
item_240	Event on Wildstrubel 	Wildstrubel	FALSE		Golden age of alpinism		First absolute ascent			11 settembre 1858	1858	Leslie Stephen, Thomas Woodbine Hinchliff	Melchior Anderegg		Leslie Stephen, Thomas Woodbine Hinchliff, Melchior Anderegg		Wikipedia
item_241	Event on Piz Popena 	Piz Popena	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			16 giugno 1870	1870	Santo Siorpaes, Christian Lauener, Edwards Robson Whitwell			Santo Siorpaes, Christian Lauener, Edwards Robson Whitwell		Wikipedia
item_242	Event on Alphubel 	Alphubel	FALSE		Golden age of alpinism		First absolute ascent			9 agosto 1860	1860	Leslie Stephen, Thomas Woodbine Hinchliff	Melchior Anderegg, Peter Perren		Leslie Stephen, Thomas Woodbine Hinchliff, Melchior Anderegg, Peter Perren		Wikipedia
item_243	Event on Pioda di Sciora 	Pioda di Sciora	FALSE				First absolute ascent			12 luglio 1891	1891	Anton von Rydzewski	Mansueto Barbaria, Christian Klucker		Anton von Rydzewski, Mansueto Barbaria, Christian Klucker		Wikipedia
item_244	Event on Cima di Moia 	Cima di Moia	FALSE		Golden age of alpinism		First absolute ascent			1863	1863	Karl von Sonklar			Karl von Sonklar		Wikipedia
item_245	Event on Pizzo Tambò 	Pizzo Tambò	FALSE				First absolute ascent	Conflicting Hypothesis		1828	1828	Johann Jakob Sulzberger		Switzerland	Johann Jakob Sulzberger	Paul Caminada, Pioniere der Alpentopographie: die Geschichte der Schweizer Kartenkunst, AS Verlag, 2003. Page 96	Wikipedia Table
item_246	Event on Pizzo Tambò 	Pizzo Tambò	FALSE		Golden age of alpinism		First absolute ascent	Conflicting Hypothesis		luglio 1859	1859	Johann Jacob Weilenmann			Johann Jacob Weilenmann		Wikipedia
item_247	Event on Cima di Ghez 	Cima di Ghez	FALSE				First absolute ascent			non definita		Unknown hunters			Unknown hunters		Wikipedia
item_248	Event on Mangart 	Mangart	FALSE				First absolute ascent	Conflicting Hypothesis		Jul 1786	1786	Franz Xaver von Wulfen		Austria	Franz Xaver von Wulfen	Klemun, Marianne (2000). Mit Madame Sonne konferieren: die Grossglockner-Expeditionen 1799 und 1800. Kärntner Landesarchiv. p. 77. ISBN 9783900531478. Retrieved 2014-07-26.	Wikipedia Table
item_249	Event on Mangart 	Mangart	FALSE				First absolute ascent	Conflicting Hypothesis		1794	1794	Franz von Hohenwart			Franz von Hohenwart		Wikipedia
item_250	Event on Monte Stavello 	Monte Stavello	FALSE				First absolute ascent			Non documentata		Unknown			Unknown		Wikipedia
item_251	Event on Cima Monfret 	Cima Monfret	FALSE				First absolute ascent			21 luglio 1884	1884	William Auguste Coolidge	Christian Almer padre e figlio		William Auguste Coolidge, Christian Almer padre e figlio	Giulio Berutto e Lino Fornelli, Alpi Graie Meridionali, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1980.	Wikipedia
item_252	Event on Punta Elena 	Punta Elena	FALSE				First absolute ascent			22 agosto1898	1898	Luigi Amedeo di Savoia-Aosta	Joseph Petigax, Laurent Croux, Félix Ollier		Luigi Amedeo di Savoia-Aosta, Joseph Petigax, Laurent Croux, Félix Ollier		Wikipedia
item_253	Event on Punta Margherita (Grandes Jorasses) 	Punta Margherita (Grandes Jorasses)	FALSE				First absolute ascent			22 agosto1898	1898	Luigi Amedeo di Savoia-Aosta	Joseph Petigax, Laurent Croux, Félix Ollier		Luigi Amedeo di Savoia-Aosta, Joseph Petigax, Laurent Croux, Félix Ollier		Wikipedia
item_254	Event on Monte Cavallo (Dolomiti Orientali di Badia) 	Monte Cavallo (Dolomiti Orientali di Badia)	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent		1° salita spigolo ovest	1953	1953	Georges Livanos	Robert Gabriel		Georges Livanos, Robert Gabriel		Wikipedia
item_255	Event on Rocca dell'Abisso 	Rocca dell'Abisso	FALSE				First absolute ascent			1832	1832	Lorenzo Pareto	portatore		Lorenzo Pareto, portatore		Wikipedia
item_256	Event on Roda di Vaèl 	Roda di Vaèl	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent		Parete O – Via Dibona	11 agosto 1908	1908	Angelo Dibona, Agostino Verzi, Edward Broome, W. Corning			Angelo Dibona, Agostino Verzi, Edward Broome, W. Corning	[1]	Wikipedia
item_257	Event on Sass Rigais 	Sass Rigais	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent			4 luglio1878	1878	Eduard Niglutsch, Bruno Wagner, Giorgio Bernard, Battista Bernard			Eduard Niglutsch, Bruno Wagner, Giorgio Bernard, Battista Bernard		Wikipedia
item_258	Event on Sasso di Santa Croce 	Sasso di Santa Croce	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent		1° salita spigolo ovest	1953	1953	Georges Livanos	Robert Gabriel		Georges Livanos, Robert Gabriel		Wikipedia
item_259	Event on Torri del Vajolet 	Torri del Vajolet	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent			28 agosto 1882	1882	Luigi Bernard, Gottfried Merzbacher			Luigi Bernard, Gottfried Merzbacher		Wikipedia
item_260	Event on Monte Scaletta 	Monte Scaletta	FALSE				First absolute ascent			1830	1830	capitano Luigi Fecia di Cossato			capitano Luigi Fecia di Cossato		Wikipedia
item_261	Event on Monte Tenibres 	Monte Tenibres	FALSE				First absolute ascent			1836	1836	capitano Luigi Fecia di Cossato			capitano Luigi Fecia di Cossato		Wikipedia
item_262	Event on Pelvo d'Elva 	Pelvo d'Elva	FALSE				First absolute ascent			1836	1836	capitano Luigi Fecia di Cossato			capitano Luigi Fecia di Cossato		Wikipedia
item_263	Event on Punta Cornour 	Punta Cornour	FALSE				First absolute ascent			1836	1836	capitano Luigi Fecia di Cossato			capitano Luigi Fecia di Cossato	[1]	Wikipedia
item_264	Event on Punta Rognosa di Sestriere 	Punta Rognosa di Sestriere	FALSE				First absolute ascent			1836	1836	capitano Luigi Fecia di Cossato			capitano Luigi Fecia di Cossato		Wikipedia
item_265	Event on Blümlisalp 	Blümlisalp	FALSE		Golden age of alpinism		First absolute ascent			27 agosto 1860	1860	Leslie Stephen, Melchior Anderegg, Robert Liveing, Fritz Ogi, P. Simond, J. K. Stone			Leslie Stephen, Melchior Anderegg, Robert Liveing, Fritz Ogi, P. Simond, J. K. Stone		Wikipedia
item_266	Event on Monte Dom 	Monte Dom	FALSE		Golden age of alpinism		First absolute ascent			11 settembre 1858	1858	John Llewelyn-Davies, Johannes Zumtaugwald, Johann Kronig, Hieronymous Brantschen		Switzerland, England	John Llewelyn-Davies, Johannes Zumtaugwald, Johann Kronig, Hieronymous Brantschen	Studer, Vol 2, pp. 117-9	Wikipedia, Wikipedia Table
item_267	Event on Grand Flambeau 	Grand Flambeau	FALSE		Silver age of alpinism		First absolute ascent			20/07/1866	1866	Henri Cordier, Jakob Anderegg, Kaspar Maurer			Henri Cordier, Jakob Anderegg, Kaspar Maurer		Wikipedia
item_268	Event on Sass Maor 	Sass Maor	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			1875	1875	H. A. Beachcroft, Charles Comyns Tucker, François Devouassoud, B. Della Santa			H. A. Beachcroft, Charles Comyns Tucker, François Devouassoud, B. Della Santa		Wikipedia
item_269	Event on Aiguille Blanche de Peuterey 	Aiguille Blanche de Peuterey	FALSE				First absolute ascent			31/07/1885	1885	Émile Rey, Ambros Supersaxo, Alois Andenmatten, Henry Seymour King		Italy, Switzerland, England	Émile Rey, Ambros Supersaxo, Alois Andenmatten, Henry Seymour King		Wikipedia, Wikipedia Table
item_270	Event on Monte Cevedale 	Monte Cevedale	FALSE		Silver age of alpinism		First absolute ascent			7 settembre 1865	1865	Julius von Payer, Johann Pinggera, J. Reinstadler			Julius von Payer, Johann Pinggera, J. Reinstadler		Wikipedia
item_271	Event on Testa del Rutor 	Testa del Rutor	FALSE		Golden age of alpinism		First absolute ascent			16 agosto 1858	1858	Gottlieb Samuel Studer, Johann Jakob Weilenmann, B. Weilenmann	Jean-Baptiste Frassy di Valgrisenche		Gottlieb Samuel Studer, Johann Jakob Weilenmann, B. Weilenmann, Jean-Baptiste Frassy di Valgrisenche	Alessandro Giorgetta, Alpi Graie Centrali, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1985. [p. 211]	Wikipedia
item_272	Event on Aiguille du Midi 	Aiguille du Midi	FALSE				First absolute ascent			4 agosto1818	1818	Antoni Malczewski, Jean-Michel Balmat	altre cinqueguide		Antoni Malczewski, Jean-Michel Balmat, altre cinqueguide		Wikipedia
item_273	Event on Cevedale II 	Cevedale II	FALSE		Golden age of alpinism		First absolute ascent			13 agosto 1864	1864	Edmund Mojsisovics, Sebastian Janiger			Edmund Mojsisovics, Sebastian Janiger		Wikipedia
item_274	Event on Punta Beltovo di Dentro 	Punta Beltovo di Dentro	FALSE		Silver age of alpinism		First absolute ascent			agosto 1865	1865	Edmund Mojsisovics, Sebastian Janiger			Edmund Mojsisovics, Sebastian Janiger		Wikipedia
item_275	Event on Punta Ghigo 	Punta Ghigo	FALSE				First absolute ascent			20 agosto1903	1903	Victor De Cessole, Andrea Ghigo			Victor De Cessole, Andrea Ghigo		Wikipedia
item_276	Event on Punta Gnifetti 	Punta Gnifetti	FALSE				First absolute ascent			9 agosto1842	1842	Giovanni Gnifetti, Cristoforo Ferraris, Cristoforo Grober, Giacomo Giordani, Giovanni Giordani, Giuseppe Farinetti			Giovanni Gnifetti, Cristoforo Ferraris, Cristoforo Grober, Giacomo Giordani, Giovanni Giordani, Giuseppe Farinetti		Wikipedia
item_277	Event on Roche Faurio 	Roche Faurio	FALSE		Silver age of alpinism		First absolute ascent			21 giugno 1873	1873	Thomas Cox, Frederick Gardiner, Richard Pendlebury, W.M. Pendlebury, C. Taylor	Hans e Peter Baumann, Peter Knubel, Josef Marie Lochmatter		Thomas Cox, Frederick Gardiner, Richard Pendlebury, W.M. Pendlebury, C. Taylor, Hans e Peter Baumann, Peter Knubel, Josef Marie Lochmatter	[1]	Wikipedia
item_278	Event on Pan di Zucchero (Alpi dello Stubai) 	Pan di Zucchero (Alpi dello Stubai)	FALSE		Golden age of alpinism		First absolute ascent			1863	1863	Joseph Anton Specht, Alois Tanzer			Joseph Anton Specht, Alois Tanzer		Wikipedia
item_279	Event on Becco della Pazienza 	Becco della Pazienza	FALSE				First absolute ascent			6 agosto 1892	1892	George Yeld, F. Pession, A. Pellissier			George Yeld, F. Pession, A. Pellissier		Wikipedia
item_280	Event on Cima Catinaccio 	Cima Catinaccio	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			1874	1874	Charles Comyns Tucker, T. H. Carson, François Devouassoud			Charles Comyns Tucker, T. H. Carson, François Devouassoud		Wikipedia
item_281	Event on Aiguille Noire de Peuterey 	Aiguille Noire de Peuterey	FALSE		Silver age of alpinism		First absolute ascent			05/08/1877	1877	Lord Wentworth, Émile Rey, Jean-Baptiste Bich			Lord Wentworth, Émile Rey, Jean-Baptiste Bich	[1]	Wikipedia
item_282	Event on Cervino 	Cervino	TRUE	La drammatica conquista di Edward Whymper che segnò un'epoca, con la tragica perdita di quattro compagni durante la discesa.	Silver age of alpinism		First absolute ascent		Wikipedia Article on the Expedition: https://en.wikipedia.org/wiki/First_ascent_of_the_Matterhorn	14 luglio 1865	1865	Edward Whymper, Lord Francis Douglas, Charles Hudson, Douglas Robert Hadow	Michel Croz, Peter Taugwalder senior, Peter Taugwalder junior	French, Switzerland, British	Edward Whymper, Lord Francis Douglas, Charles Hudson, Douglas Robert Hadow, Michel Croz, Peter Taugwalder senior, Peter Taugwalder junior	Studer, Vol 2, pp. 166-73	Wikipedia, Wikipedia Table
item_283	Event on Dent d'Hérens 	Dent d'Hérens	FALSE		Golden age of alpinism		First absolute ascent			12 agosto 1863	1863	Florence Crauford Grove, William Edward Hall, Reginald Somerled Macdonald, Montagu Woodmass	Melchior Anderegg, Jean-Pierre Cachat, Peter Perren	Switzerland, England	Florence Crauford Grove, William Edward Hall, Reginald Somerled Macdonald, Montagu Woodmass, Melchior Anderegg, Jean-Pierre Cachat, Peter Perren	Studer, Vol 2, pp. 288-93	Wikipedia, Wikipedia Table
item_284	Event on Aiguille de Bionnassay 	Aiguille de Bionnassay	FALSE		Silver age of alpinism		First absolute ascent			28/07/1865	1865	Edward North Buxton, Florence Crauford Grove, Reginald Somerled Macdonald	Jean-Pierre Cachat, Michel-Clément Payot		Edward North Buxton, Florence Crauford Grove, Reginald Somerled Macdonald, Jean-Pierre Cachat, Michel-Clément Payot		Wikipedia
item_285	Event on Punta Parrot 	Punta Parrot	FALSE		Golden age of alpinism		First absolute ascent			16 agosto 1863	1863	Reginald Somerled Macdonald, Florence Crauford Grove, Montagu Woodmass	Melchior Anderegg, Peter Perren		Reginald Somerled Macdonald, Florence Crauford Grove, Montagu Woodmass, Melchior Anderegg, Peter Perren		Wikipedia
item_286	Event on Tête Blanche (Alpi Pennine) 	Tête Blanche (Alpi Pennine)	FALSE				First absolute ascent			15 agosto1849	1849	Gottlieb Lauterburg, Gottlieb Samuel Studer, Melchior Ulrich, Anton Binner, Joseph Binner, Niklaus Inderbinnen, Johann Madutz			Gottlieb Lauterburg, Gottlieb Samuel Studer, Melchior Ulrich, Anton Binner, Joseph Binner, Niklaus Inderbinnen, Johann Madutz	[1]	Wikipedia
item_287	Event on Aiguilles du Dru 	Aiguilles du Dru	FALSE				First absolute ascent			12/09/1878	1878	Clinton Thomas Dent, James Walker Hartley	Alexander Burgener, Kaspar Maurer	Switzerland, England	Clinton Thomas Dent, James Walker Hartley, Alexander Burgener, Kaspar Maurer		Wikipedia, Wikipedia Table
item_288	Event on Aiguille de l'Éboulement 	Aiguille de l'Éboulement	FALSE		Silver age of alpinism		First absolute ascent			07/07/1866	1866	Charles Edward Mathews, Anthony Adams Reilly	Michel A. Ducroz, Michel Ambroise Balmat		Charles Edward Mathews, Anthony Adams Reilly, Michel A. Ducroz, Michel Ambroise Balmat		Wikipedia
item_289	Event on Ellmauer Halt 	Ellmauer Halt	FALSE		Silver age of alpinism		First absolute ascent			29 giugno1869	1869	Karl Hoffmann, J. Schlechter			Karl Hoffmann, J. Schlechter		Wikipedia
item_290	Event on Gran Pilastro 	Gran Pilastro	FALSE		Silver age of alpinism		First absolute ascent			24/07/1865	1865	Paul Grohmann, Georg Samer, Peter Fuchs			Paul Grohmann, Georg Samer, Peter Fuchs		Wikipedia
item_291	Event on Grand Capucin 	Grand Capucin	FALSE				First absolute ascent			24/07/1924	1924	Adolphe Rey, Henri Rey, Louis Lainier, Enrico Augusto			Adolphe Rey, Henri Rey, Louis Lainier, Enrico Augusto		Wikipedia
item_292	Event on Gross Fiescherhorn 	Gross Fiescherhorn	FALSE		Golden age of alpinism		First absolute ascent			23 luglio 1862	1862	Adolphus Warburton Moore, Hereford Brooke George	Christian Almer, Ulrich Kaufmann		Adolphus Warburton Moore, Hereford Brooke George, Christian Almer, Ulrich Kaufmann		Wikipedia
item_293	Event on Monte Paterno 	Monte Paterno	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent			11 settembre 1882	1882	Franz Innerkofler, Erich Künigl			Franz Innerkofler, Erich Künigl		Wikipedia
item_294	Event on Pizzo Ligoncio 	Pizzo Ligoncio	FALSE		Silver age of alpinism		First absolute ascent			9 agosto 1881	1881	Antonio Baroni, F. Lurani, G. Fiorelli			Antonio Baroni, F. Lurani, G. Fiorelli	[1]	Wikipedia
item_295	Event on Cima di Jazzi 	Cima di Jazzi	FALSE				First absolute ascent			agosto 1851	1851	G.M. Sykes, Matthäus Zumtaugwald			G.M. Sykes, Matthäus Zumtaugwald	[1]	Wikipedia
item_296	Event on La Madre di Dio 	La Madre di Dio	FALSE				First absolute ascent			19 settembre1901	1901	Victor de Cessole, Jean-Baptiste Plent, Andrea Ghigo			Victor de Cessole, Jean-Baptiste Plent, Andrea Ghigo		Wikipedia
item_297	Event on Becca di Gay 	Becca di Gay	FALSE		Silver age of alpinism		First absolute ascent			14 giugno 1875	1875	Luigi Vaccarone, P. Palestrino, Antonio Castagneri, Antonio Boggiatto, G. Bricco			Luigi Vaccarone, P. Palestrino, Antonio Castagneri, Antonio Boggiatto, G. Bricco	Emanuele Andreis, Renato Chabod e Mario C. Santi, Gran Paradiso, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	Wikipedia
item_298	Event on Pic de la Grave 	Pic de la Grave	FALSE		Silver age of alpinism		First absolute ascent			14 luglio 1874	1874	William Auguste Coolidge, Christian Almer, R. Kauffman			William Auguste Coolidge, Christian Almer, R. Kauffman		Wikipedia
item_299	Event on Averau 	Averau	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			10 agosto 1874	1874	Santo Siorpaes, R. Issler			Santo Siorpaes, R. Issler		Wikipedia
item_300	Event on Punta Walker 	Punta Walker	FALSE		Silver age of alpinism		First absolute ascent			30 giugno1868	1868	Horace Walker, Melchior Anderegg, Johann Jaun, Julien Grange		Switzerland, Italy, England	Horace Walker, Melchior Anderegg, Johann Jaun, Julien Grange		Wikipedia, Wikipedia Table
item_301	Event on Ciarforon 	Ciarforon	FALSE		Silver age of alpinism		First absolute ascent			25 agosto1871	1871	Filippo Vallino, A. Blanchetti			Filippo Vallino, A. Blanchetti	Emanuele Andreis, Renato Chabod e Mario C. Santi, Gran Paradiso, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	Wikipedia
item_302	Event on Tresenta 	Tresenta	FALSE		Silver age of alpinism		First absolute ascent			1867	1867	Martino Baretti, A. Blanchetti			Martino Baretti, A. Blanchetti	[2]	Wikipedia
item_303	Event on Cima Cunturines 	Cima Cunturines	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			4 agosto 1880	1880	Santo Siorpaes, Albrecht Grünwald			Santo Siorpaes, Albrecht Grünwald		Wikipedia
item_304	Event on Cima Mondini 	Cima Mondini	FALSE				First absolute ascent			25 giugno1890	1890	Ludwig Purtschellere, Walter Bodenmann			Ludwig Purtschellere, Walter Bodenmann		Wikipedia
item_305	Event on Cima Presanella 	Cima Presanella	FALSE		Golden age of alpinism		First absolute ascent			27 agosto1864	1864	Douglas William Freshfield, François Devouassoud, M. Beachroft, I.D. Walker			Douglas William Freshfield, François Devouassoud, M. Beachroft, I.D. Walker		Wikipedia
item_306	Event on Cima Una 	Cima Una	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			26 luglio 1879	1879	Loránd Eötvös,Michel Innerkofler, F. Happacher			Loránd Eötvös,Michel Innerkofler, F. Happacher		Wikipedia
item_307	Event on Mont Mallet 	Mont Mallet	FALSE		Silver age of alpinism		First absolute ascent			4 settembre1871	1871	Gabriel Loppe, Leslie Stephen, Frederich A. Wallroth, Melchior Anderegg,  Jean-Pierre Cachat, Alexandre Tournier			Gabriel Loppe, Leslie Stephen, Frederich A. Wallroth, Melchior Anderegg,  Jean-Pierre Cachat, Alexandre Tournier	Renato Chabod, Lorenzo Grivel, Silvio Saglio e Gino Buscaini, Monte Bianco, vol. II, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1968. [p. 76]	Wikipedia
item_308	Event on Punta Budden (Alpi Pennine) 	Punta Budden (Alpi Pennine)	FALSE				First absolute ascent			1904	1904	Ugo De Amicis, Guido Rey	Aimé Maquignaz, Ange Maquignaz, Joseph Pession		Ugo De Amicis, Guido Rey, Aimé Maquignaz, Ange Maquignaz, Joseph Pession		Wikipedia
item_309	Event on Punta Roma 	Punta Roma	FALSE				First absolute ascent			29 agosto1905	1905	Ubaldo Valbusa, Claudio Perotti			Ubaldo Valbusa, Claudio Perotti		Wikipedia
item_310	Event on Punta Udine 	Punta Udine	FALSE				First absolute ascent			1º settembre1899	1899	Giuseppe Morassutti, Giuseppe Perotti			Giuseppe Morassutti, Giuseppe Perotti		Wikipedia
item_311	Event on Škrlatica 	Škrlatica	FALSE		Silver age of alpinism		First absolute ascent			1880	1880	Julius Kugy, Andrej Komac, Matija Kravanja			Julius Kugy, Andrej Komac, Matija Kravanja		Wikipedia
item_312	Event on Trisselwand 	Trisselwand	FALSE				First absolute ascent			1906	1906	Karl Greenitz, Franz Kleinhans, Hans Reinl			Karl Greenitz, Franz Kleinhans, Hans Reinl		Wikipedia
item_313	Event on Vetta d'Italia 	Vetta d'Italia	FALSE				First absolute ascent			10 luglio 1895	1895	Fritz Koegel, Franz Hofer			Fritz Koegel, Franz Hofer		Wikipedia
item_314	Event on Levanna Centrale 	Levanna Centrale	FALSE		Silver age of alpinism		First absolute ascent			17 agosto 1875	1875	Antonio Gramaglia, Luigi Vaccarone			Antonio Gramaglia, Luigi Vaccarone		Wikipedia
item_315	Event on Monte Agner 	Monte Agner	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			1875	1875	Cesare Tomè, Martino Gnech, Tommaso da Col			Cesare Tomè, Martino Gnech, Tommaso da Col		Wikipedia
item_316	Event on Torre del Gran San Pietro 	Torre del Gran San Pietro	FALSE		Silver age of alpinism		First absolute ascent			1865	1865	Martino Baretti, Amé Gorrete, Jean-Pierre Carrel			Martino Baretti, Amé Gorrete, Jean-Pierre Carrel	[1]	Wikipedia
item_317	Event on Waxenstein 	Waxenstein	FALSE		Silver age of alpinism		First absolute ascent			9 agosto 1871	1871	Martin Ostler, Hermann von Barth			Martin Ostler, Hermann von Barth		Wikipedia
item_318	Event on Pizzo d'Andolla 	Pizzo d'Andolla	FALSE				First absolute ascent			1884	1884	Henry Seymour King, Ambros Supersaxo, Alois Anthamatten			Henry Seymour King, Ambros Supersaxo, Alois Anthamatten		Wikipedia
item_319	Event on Dente del Gigante 	Dente del Gigante	FALSE				First absolute ascent			28/07/1882	1882	Jean-Joseph Maquignaz, Baptiste Maquignaz, Daniel Maquignaz		Italy	Jean-Joseph Maquignaz, Baptiste Maquignaz, Daniel Maquignaz		Wikipedia, Wikipedia Table
item_320	Event on Viso di Vallanta 	Viso di Vallanta	FALSE				First absolute ascent			7 settembre1891	1891	Claudio Perotti, Giuseppe Perotti, Paolo Gastaldi, Vittorio Giordana			Claudio Perotti, Giuseppe Perotti, Paolo Gastaldi, Vittorio Giordana		Wikipedia
item_321	Event on Nadelhorn 	Nadelhorn	FALSE		Golden age of alpinism		First absolute ascent			16 settembre 1858	1858	Franz Andenmatten, Baptiste Epiney, Aloys Supersaxo, J. Zimmermann			Franz Andenmatten, Baptiste Epiney, Aloys Supersaxo, J. Zimmermann		Wikipedia
item_322	Event on Levanne 	Levanne	FALSE		Silver age of alpinism		First absolute ascent			17 agosto1875	1875	Antonio Gramaglia, Luigi Vaccarone			Antonio Gramaglia, Luigi Vaccarone		Wikipedia
item_323	Event on Mont Aiguille 	Mont Aiguille	FALSE				First absolute ascent			27 Jun 1492	1492	Antoine de Ville, 8 to 10 more people		France	Antoine de Ville, 8 to 10 more people		Wikipedia, Wikipedia Table
item_324	Event on Carè Alto 	Carè Alto	FALSE		Silver age of alpinism		First absolute ascent			08/08/1865	1865	S.T. Taylor, Hugh de Fellenberg Montgomery			S.T. Taylor, Hugh de Fellenberg Montgomery		Wikipedia
item_325	Event on Aiguille du Goûter 	Aiguille du Goûter	FALSE				First absolute ascent			prima del 1784	1784	François Cuidet, François Gervais			François Cuidet, François Gervais	Renato Chabod, Lorenzo Grivel, Silvio Saglio, Monte Bianco, vol. I, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963, ISBN 88-365-0063-3.	Wikipedia
