pivot_ID	event_name	in_evidence	in_evidence_description	storytelling_path	storytelling_path_description	Type	Dispute	Note	Date	Year	Alpinist	Guide	Nationality	Expedition_members	Reference	source
247	Roda di Vaèl	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent		Parete O – Via Dibona	11 agosto 1908	1908	Angelo Dibona, Agostino Verzi, Edward Broome, W. Corning			Angelo Dibona, Agostino Verzi, Edward Broome, W. Corning	[1]	Wikipedia
248	Sass Rigais	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent			4 luglio1878	1878	Eduard Niglutsch, Bruno Wagner, Giorgio Bernard, Battista Bernard			Eduard Niglutsch, Bruno Wagner, Giorgio Bernard, Battista Bernard		Wikipedia
249	Sasso di Santa Croce	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent		1° salita spigolo ovest	1953	1953	Georges Livanos	Robert Gabriel		Georges Livanos, Robert Gabriel		Wikipedia
250	Torri del Vajolet	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent			28 agosto 1882	1882	Luigi Bernard, Gottfried Merzbacher			Luigi Bernard, Gottfried Merzbacher		Wikipedia
251	Monte Scaletta	FALSE				First absolute ascent			1830	1830	capitano Luigi Fecia di Cossato			capitano Luigi Fecia di Cossato		Wikipedia
252	Monte Tenibres	FALSE				First absolute ascent			1836	1836	capitano Luigi Fecia di Cossato			capitano Luigi Fecia di Cossato		Wikipedia
253	Pelvo d'Elva	FALSE				First absolute ascent			1836	1836	capitano Luigi Fecia di Cossato			capitano Luigi Fecia di Cossato		Wikipedia
254	Punta Cornour	FALSE				First absolute ascent			1836	1836	capitano Luigi Fecia di Cossato			capitano Luigi Fecia di Cossato	[1]	Wikipedia
255	Punta Rognosa di Sestriere	FALSE				First absolute ascent			1836	1836	capitano Luigi Fecia di Cossato			capitano Luigi Fecia di Cossato		Wikipedia
256	Blümlisalp	FALSE		Golden age of alpinism		First absolute ascent			27 agosto 1860	1860	Leslie Stephen, Melchior Anderegg, Robert Liveing, Fritz Ogi, P. Simond, J. K. Stone			Leslie Stephen, Melchior Anderegg, Robert Liveing, Fritz Ogi, P. Simond, J. K. Stone		Wikipedia
257	Monte Dom	FALSE		Golden age of alpinism		First absolute ascent			11 settembre 1858	1858	John Llewelyn-Davies, Johannes Zumtaugwald, Johann Kronig, Hieronymous Brantschen		Switzerland, England	John Llewelyn-Davies, Johannes Zumtaugwald, Johann Kronig, Hieronymous Brantschen	Studer, Vol 2, pp. 117-9	Wikipedia, Wikipedia Table
258	Grand Flambeau	FALSE		Silver age of alpinism		First absolute ascent			20/07/1866	1866	Henri Cordier, Jakob Anderegg, Kaspar Maurer			Henri Cordier, Jakob Anderegg, Kaspar Maurer		Wikipedia
259	Sass Maor	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			1875	1875	H. A. Beachcroft, Charles Comyns Tucker, François Devouassoud, B. Della Santa			H. A. Beachcroft, Charles Comyns Tucker, François Devouassoud, B. Della Santa		Wikipedia
260	Aiguille Blanche de Peuterey	FALSE				First absolute ascent			31/07/1885	1885	Émile Rey, Ambros Supersaxo, Alois Andenmatten, Henry Seymour King		Italy, Switzerland, England	Émile Rey, Ambros Supersaxo, Alois Andenmatten, Henry Seymour King		Wikipedia, Wikipedia Table
261	Monte Cevedale	FALSE		Silver age of alpinism		First absolute ascent			7 settembre 1865	1865	Julius von Payer, Johann Pinggera, J. Reinstadler			Julius von Payer, Johann Pinggera, J. Reinstadler		Wikipedia
262	Testa del Rutor	FALSE		Golden age of alpinism		First absolute ascent			16 agosto 1858	1858	Gottlieb Samuel Studer, Johann Jakob Weilenmann, B. Weilenmann	Jean-Baptiste Frassy di Valgrisenche		Gottlieb Samuel Studer, Johann Jakob Weilenmann, B. Weilenmann, Jean-Baptiste Frassy di Valgrisenche	Alessandro Giorgetta, Alpi Graie Centrali, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1985. [p. 211]	Wikipedia
263	Aiguille du Midi	FALSE				First absolute ascent			4 agosto1818	1818	Antoni Malczewski, Jean-Michel Balmat	altre cinqueguide		Antoni Malczewski, Jean-Michel Balmat, altre cinqueguide		Wikipedia
264	Cevedale II	FALSE		Golden age of alpinism		First absolute ascent			13 agosto 1864	1864	Edmund Mojsisovics, Sebastian Janiger			Edmund Mojsisovics, Sebastian Janiger		Wikipedia
265	Punta Beltovo di Dentro	FALSE		Silver age of alpinism		First absolute ascent			agosto 1865	1865	Edmund Mojsisovics, Sebastian Janiger			Edmund Mojsisovics, Sebastian Janiger		Wikipedia
266	Punta Ghigo	FALSE				First absolute ascent			20 agosto1903	1903	Victor De Cessole, Andrea Ghigo			Victor De Cessole, Andrea Ghigo		Wikipedia
267	Punta Gnifetti	FALSE				First absolute ascent			9 agosto1842	1842	Giovanni Gnifetti, Cristoforo Ferraris, Cristoforo Grober, Giacomo Giordani, Giovanni Giordani, Giuseppe Farinetti			Giovanni Gnifetti, Cristoforo Ferraris, Cristoforo Grober, Giacomo Giordani, Giovanni Giordani, Giuseppe Farinetti		Wikipedia
268	Roche Faurio	FALSE		Silver age of alpinism		First absolute ascent			21 giugno 1873	1873	Thomas Cox, Frederick Gardiner, Richard Pendlebury, W.M. Pendlebury, C. Taylor	Hans e Peter Baumann, Peter Knubel, Josef Marie Lochmatter		Thomas Cox, Frederick Gardiner, Richard Pendlebury, W.M. Pendlebury, C. Taylor, Hans e Peter Baumann, Peter Knubel, Josef Marie Lochmatter	[1]	Wikipedia
269	Pan di Zucchero (Alpi dello Stubai)	FALSE		Golden age of alpinism		First absolute ascent			1863	1863	Joseph Anton Specht, Alois Tanzer			Joseph Anton Specht, Alois Tanzer		Wikipedia
270	Becco della Pazienza	FALSE				First absolute ascent			6 agosto 1892	1892	George Yeld, F. Pession, A. Pellissier			George Yeld, F. Pession, A. Pellissier		Wikipedia
271	Cima Catinaccio	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			1874	1874	Charles Comyns Tucker, T. H. Carson, François Devouassoud			Charles Comyns Tucker, T. H. Carson, François Devouassoud		Wikipedia
272	Aiguille Noire de Peuterey	FALSE		Silver age of alpinism		First absolute ascent			05/08/1877	1877	Lord Wentworth, Émile Rey, Jean-Baptiste Bich			Lord Wentworth, Émile Rey, Jean-Baptiste Bich	[1]	Wikipedia
273	Cervino	TRUE	La drammatica conquista di Edward Whymper che segnò un'epoca, con la tragica perdita di quattro compagni durante la discesa.	Silver age of alpinism		First absolute ascent		Wikipedia Article on the Expedition: https://en.wikipedia.org/wiki/First_ascent_of_the_Matterhorn	14 luglio 1865	1865	Edward Whymper, Lord Francis Douglas, Charles Hudson, Douglas Robert Hadow	Michel Croz, Peter Taugwalder senior, Peter Taugwalder junior	French, Switzerland, British	Edward Whymper, Lord Francis Douglas, Charles Hudson, Douglas Robert Hadow, Michel Croz, Peter Taugwalder senior, Peter Taugwalder junior	Studer, Vol 2, pp. 166-73	Wikipedia, Wikipedia Table
274	Dent d'Hérens	FALSE		Golden age of alpinism		First absolute ascent			12 agosto 1863	1863	Florence Crauford Grove, William Edward Hall, Reginald Somerled Macdonald, Montagu Woodmass	Melchior Anderegg, Jean-Pierre Cachat, Peter Perren	Switzerland, England	Florence Crauford Grove, William Edward Hall, Reginald Somerled Macdonald, Montagu Woodmass, Melchior Anderegg, Jean-Pierre Cachat, Peter Perren	Studer, Vol 2, pp. 288-93	Wikipedia, Wikipedia Table
275	Aiguille de Bionnassay	FALSE		Silver age of alpinism		First absolute ascent			28/07/1865	1865	Edward North Buxton, Florence Crauford Grove, Reginald Somerled Macdonald	Jean-Pierre Cachat, Michel-Clément Payot		Edward North Buxton, Florence Crauford Grove, Reginald Somerled Macdonald, Jean-Pierre Cachat, Michel-Clément Payot		Wikipedia
276	Punta Parrot	FALSE		Golden age of alpinism		First absolute ascent			16 agosto 1863	1863	Reginald Somerled Macdonald, Florence Crauford Grove, Montagu Woodmass	Melchior Anderegg, Peter Perren		Reginald Somerled Macdonald, Florence Crauford Grove, Montagu Woodmass, Melchior Anderegg, Peter Perren		Wikipedia
277	Tête Blanche (Alpi Pennine)	FALSE				First absolute ascent			15 agosto1849	1849	Gottlieb Lauterburg, Gottlieb Samuel Studer, Melchior Ulrich, Anton Binner, Joseph Binner, Niklaus Inderbinnen, Johann Madutz			Gottlieb Lauterburg, Gottlieb Samuel Studer, Melchior Ulrich, Anton Binner, Joseph Binner, Niklaus Inderbinnen, Johann Madutz	[1]	Wikipedia
278	Aiguille du Dru	FALSE				First absolute ascent			12/09/1878	1878	Clinton Thomas Dent, James Walker Hartley	Alexander Burgener, Kaspar Maurer	Switzerland, England	Clinton Thomas Dent, James Walker Hartley, Alexander Burgener, Kaspar Maurer		Wikipedia, Wikipedia Table
279	Aiguille de l'Éboulement	FALSE		Silver age of alpinism		First absolute ascent			07/07/1866	1866	Charles Edward Mathews, Anthony Adams Reilly	Michel A. Ducroz, Michel Ambroise Balmat		Charles Edward Mathews, Anthony Adams Reilly, Michel A. Ducroz, Michel Ambroise Balmat		Wikipedia
280	Ellmauer Halt	FALSE		Silver age of alpinism		First absolute ascent			29 giugno1869	1869	Karl Hoffmann, J. Schlechter			Karl Hoffmann, J. Schlechter		Wikipedia
281	Gran Pilastro	FALSE		Silver age of alpinism		First absolute ascent			24/07/1865	1865	Paul Grohmann, Georg Samer, Peter Fuchs			Paul Grohmann, Georg Samer, Peter Fuchs		Wikipedia
282	Grand Capucin	FALSE				First absolute ascent			24/07/1924	1924	Adolphe Rey, Henri Rey, Louis Lainier, Enrico Augusto			Adolphe Rey, Henri Rey, Louis Lainier, Enrico Augusto		Wikipedia
283	Gross Fiescherhorn	FALSE		Golden age of alpinism		First absolute ascent			23 luglio 1862	1862	Adolphus Warburton Moore, Hereford Brooke George	Christian Almer, Ulrich Kaufmann		Adolphus Warburton Moore, Hereford Brooke George, Christian Almer, Ulrich Kaufmann		Wikipedia
284	Monte Paterno	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent			11 settembre 1882	1882	Franz Innerkofler, Erich Künigl			Franz Innerkofler, Erich Künigl		Wikipedia
285	Pizzo Ligoncio	FALSE		Silver age of alpinism		First absolute ascent			9 agosto 1881	1881	Antonio Baroni, F. Lurani, G. Fiorelli			Antonio Baroni, F. Lurani, G. Fiorelli	[1]	Wikipedia
286	Cima di Jazzi	FALSE				First absolute ascent			agosto 1851	1851	G.M. Sykes, Matthäus Zumtaugwald			G.M. Sykes, Matthäus Zumtaugwald	[1]	Wikipedia
287	La Madre di Dio	FALSE				First absolute ascent			19 settembre1901	1901	Victor de Cessole, Jean-Baptiste Plent, Andrea Ghigo			Victor de Cessole, Jean-Baptiste Plent, Andrea Ghigo		Wikipedia
288	Becca di Gay	FALSE		Silver age of alpinism		First absolute ascent			14 giugno 1875	1875	Luigi Vaccarone, P. Palestrino, Antonio Castagneri, Antonio Boggiatto, G. Bricco			Luigi Vaccarone, P. Palestrino, Antonio Castagneri, Antonio Boggiatto, G. Bricco	Emanuele Andreis, Renato Chabod e Mario C. Santi, Gran Paradiso, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	Wikipedia
289	Pic de la Grave	FALSE		Silver age of alpinism		First absolute ascent			14 luglio 1874	1874	William Auguste Coolidge, Christian Almer, R. Kauffman			William Auguste Coolidge, Christian Almer, R. Kauffman		Wikipedia
290	Averau	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			10 agosto 1874	1874	Santo Siorpaes, R. Issler			Santo Siorpaes, R. Issler		Wikipedia
291	Punta Walker	FALSE		Silver age of alpinism		First absolute ascent			30 giugno1868	1868	Horace Walker, Melchior Anderegg, Johann Jaun, Julien Grange		Switzerland, Italy, England	Horace Walker, Melchior Anderegg, Johann Jaun, Julien Grange		Wikipedia, Wikipedia Table
292	Ciarforon	FALSE		Silver age of alpinism		First absolute ascent			25 agosto1871	1871	Filippo Vallino, A. Blanchetti			Filippo Vallino, A. Blanchetti	Emanuele Andreis, Renato Chabod e Mario C. Santi, Gran Paradiso, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	Wikipedia
293	Tresenta	FALSE		Silver age of alpinism		First absolute ascent			1867	1867	Martino Baretti, A. Blanchetti			Martino Baretti, A. Blanchetti	[2]	Wikipedia
294	Cima Cunturines	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			4 agosto 1880	1880	Santo Siorpaes, Albrecht Grünwald			Santo Siorpaes, Albrecht Grünwald		Wikipedia
295	Cima Mondini	FALSE				First absolute ascent			25 giugno1890	1890	Ludwig Purtschellere, Walter Bodenmann			Ludwig Purtschellere, Walter Bodenmann		Wikipedia
296	Cima Presanella	FALSE		Golden age of alpinism		First absolute ascent			27 agosto1864	1864	Douglas William Freshfield, François Devouassoud, M. Beachroft, I.D. Walker			Douglas William Freshfield, François Devouassoud, M. Beachroft, I.D. Walker		Wikipedia
297	Cima Una	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			26 luglio 1879	1879	Loránd Eötvös,Michel Innerkofler, F. Happacher			Loránd Eötvös,Michel Innerkofler, F. Happacher		Wikipedia
298	Mont Mallet	FALSE		Silver age of alpinism		First absolute ascent			4 settembre1871	1871	Gabriel Loppe, Leslie Stephen, Frederich A. Wallroth, Melchior Anderegg,  Jean-Pierre Cachat, Alexandre Tournier			Gabriel Loppe, Leslie Stephen, Frederich A. Wallroth, Melchior Anderegg,  Jean-Pierre Cachat, Alexandre Tournier	Renato Chabod, Lorenzo Grivel, Silvio Saglio e Gino Buscaini, Monte Bianco, vol. II, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1968. [p. 76]	Wikipedia
299	Punta Budden (Alpi Pennine)	FALSE				First absolute ascent			1904	1904	Ugo De Amicis, Guido Rey	Aimé Maquignaz, Ange Maquignaz, Joseph Pession		Ugo De Amicis, Guido Rey, Aimé Maquignaz, Ange Maquignaz, Joseph Pession		Wikipedia
300	Punta Roma	FALSE				First absolute ascent			29 agosto1905	1905	Ubaldo Valbusa, Claudio Perotti			Ubaldo Valbusa, Claudio Perotti		Wikipedia
301	Punta Udine	FALSE				First absolute ascent			1º settembre1899	1899	Giuseppe Morassutti, Giuseppe Perotti			Giuseppe Morassutti, Giuseppe Perotti		Wikipedia
302	Škrlatica	FALSE		Silver age of alpinism		First absolute ascent			1880	1880	Julius Kugy, Andrej Komac, Matija Kravanja			Julius Kugy, Andrej Komac, Matija Kravanja		Wikipedia
303	Trisselwand	FALSE				First absolute ascent			1906	1906	Karl Greenitz, Franz Kleinhans, Hans Reinl			Karl Greenitz, Franz Kleinhans, Hans Reinl		Wikipedia
304	Vetta d'Italia	FALSE				First absolute ascent			10 luglio 1895	1895	Fritz Koegel, Franz Hofer			Fritz Koegel, Franz Hofer		Wikipedia
305	Levanna Centrale	FALSE		Silver age of alpinism		First absolute ascent			17 agosto 1875	1875	Antonio Gramaglia, Luigi Vaccarone			Antonio Gramaglia, Luigi Vaccarone		Wikipedia
306	Monte Agner	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		First absolute ascent			1875	1875	Cesare Tomè, Martino Gnech, Tommaso da Col			Cesare Tomè, Martino Gnech, Tommaso da Col		Wikipedia
307	Torre del Gran San Pietro	FALSE		Silver age of alpinism		First absolute ascent			1865	1865	Martino Baretti, Amé Gorrete, Jean-Pierre Carrel			Martino Baretti, Amé Gorrete, Jean-Pierre Carrel	[1]	Wikipedia
308	Waxenstein	FALSE		Silver age of alpinism		First absolute ascent			9 agosto 1871	1871	Martin Ostler, Hermann von Barth			Martin Ostler, Hermann von Barth		Wikipedia
309	Pizzo d'Andolla	FALSE				First absolute ascent			1884	1884	Henry Seymour King, Ambros Supersaxo, Alois Anthamatten			Henry Seymour King, Ambros Supersaxo, Alois Anthamatten		Wikipedia
310	Dente del Gigante	FALSE				First absolute ascent			28/07/1882	1882	Jean-Joseph Maquignaz, Baptiste Maquignaz, Daniel Maquignaz		Italy	Jean-Joseph Maquignaz, Baptiste Maquignaz, Daniel Maquignaz		Wikipedia, Wikipedia Table
311	Viso di Vallanta	FALSE				First absolute ascent			7 settembre1891	1891	Claudio Perotti, Giuseppe Perotti, Paolo Gastaldi, Vittorio Giordana			Claudio Perotti, Giuseppe Perotti, Paolo Gastaldi, Vittorio Giordana		Wikipedia
312	Nadelhorn	FALSE		Golden age of alpinism		First absolute ascent			16 settembre 1858	1858	Franz Andenmatten, Baptiste Epiney, Aloys Supersaxo, J. Zimmermann			Franz Andenmatten, Baptiste Epiney, Aloys Supersaxo, J. Zimmermann		Wikipedia
313	Levanne	FALSE		Silver age of alpinism		First absolute ascent			17 agosto1875	1875	Antonio Gramaglia, Luigi Vaccarone			Antonio Gramaglia, Luigi Vaccarone		Wikipedia
314	Mont Aiguille	FALSE				First absolute ascent			27 Jun 1492	1492	Antoine de Ville, 8 to 10 more people		France	Antoine de Ville, 8 to 10 more people		Wikipedia, Wikipedia Table
315	Carè Alto	FALSE		Silver age of alpinism		First absolute ascent			08/08/1865	1865	S.T. Taylor, Hugh de Fellenberg Montgomery			S.T. Taylor, Hugh de Fellenberg Montgomery		Wikipedia
316	Aiguille du Goûter	FALSE				First absolute ascent			prima del 1784	1784	François Cuidet, François Gervais			François Cuidet, François Gervais	Renato Chabod, Lorenzo Grivel, Silvio Saglio, Monte Bianco, vol. I, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963, ISBN 88-365-0063-3.	Wikipedia
317	Aiguille du Jardin	FALSE				First absolute ascent			1 agosto1904	1904	E. Fontaine	Jean Ravanel, Léon Tournier		E. Fontaine, Jean Ravanel, Léon Tournier		Wikipedia
318	Brana (monte)	FALSE		Silver age of alpinism		First absolute ascent			1875	1875	Anton Bauer, J.Seidl			Anton Bauer, J.Seidl		Wikipedia
319	Äbeni Flue	FALSE		Silver age of alpinism		First absolute ascent			27/08/1868	1868	Thomas Lloyd Murray Browne	Peter Bohren, Peter Schlegel		Thomas Lloyd Murray Browne, Peter Bohren, Peter Schlegel		Wikipedia
320	Cima Falkner	FALSE				First absolute ascent			estate 1882	1882	Alberto de Falkner	Antonio Dallagiacoma		Alberto de Falkner, Antonio Dallagiacoma		Wikipedia
321	Monte Razor	FALSE				First absolute ascent			1842	1842	Otto Sendtner			Otto Sendtner		Wikipedia
322	Monte Sernio	FALSE		Silver age of alpinism		First absolute ascent			21 agosto 1879	1879	Minetta Grassi, Annina Grassi			Minetta Grassi, Annina Grassi		Wikipedia
323	Monte Tullen	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent			6 ottobre 1895	1895	Hermann Delago			Hermann Delago		Wikipedia
324	Muntanitz	FALSE		Silver age of alpinism		First absolute ascent			2 settembre1871	1871	Arthur von Schmid	Führer Thomas Groder		Arthur von Schmid, Führer Thomas Groder		Wikipedia
325	Pic Gaspard	FALSE				First absolute ascent			1878	1878	Henry Duhamel	Pierre Gaspard, Christophe Roderon		Henry Duhamel, Pierre Gaspard, Christophe Roderon		Wikipedia
326	Puitkogel	FALSE				First absolute ascent			29 agosto 1894	1894	F. Lantscher, Josef Gstrein			F. Lantscher, Josef Gstrein		Wikipedia
327	Punta Basei	FALSE		Silver age of alpinism		First absolute ascent			1875	1875	C. Poccardi, G. Blanchetti			C. Poccardi, G. Blanchetti		Wikipedia
328	Punta dei Cors	FALSE		Silver age of alpinism		First absolute ascent			27 luglio 1877	1877	Giuseppe Corona	Jean-Pierre Maquignaz		Giuseppe Corona, Jean-Pierre Maquignaz		Wikipedia
329	Punta di Ceresole	FALSE		Silver age of alpinism		First absolute ascent			1º luglio 1874	1874	Alessandro E. Martelli	Jean-Joseph Maquignaz, Salomon Meynet		Alessandro E. Martelli, Jean-Joseph Maquignaz, Salomon Meynet	[1]	Wikipedia
330	Punta Grober	FALSE		Silver age of alpinism		First absolute ascent			3 settembre 1874	1874	Antonio Grober, Giuseppe Antonelli, Giuseppe Necer	due portatori		Antonio Grober, Giuseppe Antonelli, Giuseppe Necer, due portatori		Wikipedia
331	Punta Innominata	FALSE		Silver age of alpinism		First absolute ascent			23 luglio 1872	1872	Agostino Durazzo, Julien Grange, Séraphin Henry			Agostino Durazzo, Julien Grange, Séraphin Henry	[1]	Wikipedia
332	Punta Malta	FALSE				First absolute ascent			1907	1907	Ubaldo Valbusa			Ubaldo Valbusa		Wikipedia
333	Roccia Viva (montagna)	FALSE		Silver age of alpinism		First absolute ascent			5 luglio 1874	1874	Alessandro E. Martelli	Jean-Joseph Maquignaz, Salomon Meynet		Alessandro E. Martelli, Jean-Joseph Maquignaz, Salomon Meynet		Wikipedia
334	Torrone Alto	FALSE				First absolute ascent			17 giugno 1892	1892	L. Darmstädter	J. E G. Stabeler		L. Darmstädter, J. E G. Stabeler		Wikipedia
335	Wetterhorn	FALSE				First absolute ascent			31 agosto1844	1844	Melchior Bannholzer, Johann Jaun			Melchior Bannholzer, Johann Jaun		Wikipedia, Wikipedia Table
336	Becca di Monciair	FALSE		Silver age of alpinism		First absolute ascent			14 luglio1881	1881	G. Frasca, G. Blanchetti			G. Frasca, G. Blanchetti	Emanuele Andreis, Renato Chabod e Mario C. Santi, Gran Paradiso, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	Wikipedia
337	Aiguille de la Tsa	FALSE		Silver age of alpinism		First absolute ascent			21 luglio 1868	1868	Pierre Beytrison	guide		Pierre Beytrison, guide		Wikipedia
338	Monte Sautron	FALSE		Silver age of alpinism		First absolute ascent			1877	1877	Pio Paganini			Pio Paganini		Wikipedia
339	Ojstrica	FALSE				First absolute ascent			1823	1823	Ernest Joanelli			Ernest Joanelli		Wikipedia
340	Schrankogel	FALSE				First absolute ascent			20 Sep 1821	1821	Johann Georg Hargasser 		Kingdom of Bavaria	Johann Georg Hargasser 		Wikipedia
340	Schrankogel	FALSE				First absolute ascent			1840	1840	Pfarrer Schöpf			Pfarrer Schöpf		Wikipedia
341	Trifthorn	FALSE		Silver age of alpinism		First absolute ascent			1872	1872	W. Béreneck			W. Béreneck		Wikipedia
342	Altels	FALSE		Silver age of alpinism		First absolute ascent			8 luglio 1874	1874	Hans Hari, Hermann Löhnert, Fritz Ogi, Adolf von Steiger, Friedrich Wyss-Wyss			Hans Hari, Hermann Löhnert, Fritz Ogi, Adolf von Steiger, Friedrich Wyss-Wyss		Wikipedia
343	Cima Altissima	FALSE		Golden age of alpinism		First absolute ascent			1858	1858	J. Ganahl			J. Ganahl		Wikipedia
344	Cima del Prete	FALSE		Silver age of alpinism		First absolute ascent			26 luglio1870	1870	Richard Gutberlet, Andrä Purtscheller, Alois Tanzer			Richard Gutberlet, Andrä Purtscheller, Alois Tanzer		Wikipedia
345	Ruderhofspitze	FALSE		Golden age of alpinism		First absolute ascent			30 agosto 1864	1864	Karl Jr. Baedeker, Pankraz Gleinser, Alois Tanzer, Anton von Ruthner			Karl Jr. Baedeker, Pankraz Gleinser, Alois Tanzer, Anton von Ruthner		Wikipedia
346	Schesaplana	FALSE				First absolute ascent			1730	1730	Nicolin Sererhard [de] and two companions		Switzerland	Nicolin Sererhard [de] and two companions		Wikipedia Table
346	Schesaplana	FALSE				First absolute ascent			24 agosto1610	1610	Christa Barball, Claus Manall, David Pappus			Christa Barball, Claus Manall, David Pappus	For long considered to have been climbed by David Pappus and guides more than a century earlier, in August 1610, but this was a misconception. See Manfred Tschaikner, Das Urbar der Herrschaften Bludenz und Sonnenberg von 1620 – ein Überblick	Wikipedia
347	Sciora di Dentro	FALSE				First absolute ascent			14 agosto 1888	1888	Theodor Curtius, R. Wiesner	C. Klucker		Theodor Curtius, R. Wiesner, C. Klucker		Wikipedia
348	Aiguille des Grands Charmoz	FALSE				First absolute ascent			9 agosto1885	1885	Henri Dunod, P. Vignon	J. Desailloux, F. Folliguet, F. Simond, G. Simond		Henri Dunod, P. Vignon, J. Desailloux, F. Folliguet, F. Simond, G. Simond		Wikipedia
349	Aiguille du Chardonnet	FALSE		Silver age of alpinism		First absolute ascent			1 agosto1879	1879	Percy W. Thomas	Josef Imboden, Josef Marie Lochmatter		Percy W. Thomas, Josef Imboden, Josef Marie Lochmatter	[1]	Wikipedia
350	Aiguille du Tacul	FALSE				First absolute ascent			15 gennaio 1905	1905	David Couttet, Jacques Couttet	John D. Forbes, Travels		David Couttet, Jacques Couttet, John D. Forbes, Travels		Wikipedia
351	Cima delle Lobbie	FALSE				First absolute ascent			15 aprile1897	1897	Ercole Daniele, Carlo Ratti, Alberto Viglino			Ercole Daniele, Carlo Ratti, Alberto Viglino		Wikipedia
352	Cime de l'Encoula	FALSE		Silver age of alpinism		First absolute ascent			1º agosto 1879	1879	Henry Duhamel	Pierre Gaspardpadre, Giraud-Lézin		Henry Duhamel, Pierre Gaspardpadre, Giraud-Lézin		Wikipedia
353	Monte Granero	FALSE		Silver age of alpinism		First absolute ascent			23 agosto 1879	1879	E. Bianco, A. e C. Fiorio, F. Pagagnone, Carlo Ratti			E. Bianco, A. e C. Fiorio, F. Pagagnone, Carlo Ratti		Wikipedia
354	Piz Grisch	FALSE		Golden age of alpinism		First absolute ascent			1861	1861	Christian Hössli			Christian Hössli		Wikipedia
355	Piz Linard	FALSE				First absolute ascent	Superseded (legend)	The ascents of Lienhard/Chuonard in 1573, who put a golden cross on top, and of pastor Zadrell/Zodrell in 1710, who found crampons on top and was attacked by an eagle, are thought to be legends.	1573	1573	Lienhard/Chuonard			Lienhard/Chuonard		
355	Piz Linard	FALSE				First absolute ascent	Superseded (legend)	The ascents of Lienhard/Chuonard in 1573, who put a golden cross on top, and of pastor Zadrell/Zodrell in 1710, who found crampons on top and was attacked by an eagle, are thought to be legends.	1710	1710	Zadrell/Zodrell			Zadrell/Zodrell		
355	Piz Linard	FALSE				First absolute ascent	Settled	The ascents of Lienhard/Chuonard in 1573, who put a golden cross on top, and of pastor Zadrell/Zodrell in 1710, who found crampons on top and was attacked by an eagle, are thought to be legends.	1º agosto 1835	1835	Johann Madutz, Oswald Heer		Switzerland	Johann Madutz, Oswald Heer	Studer, Vol 3, pp. 382-5	Wikipedia, Wikipedia Table
356	Rocca dei Baranci	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent			28 luglio 1878	1878	J. Oberschneider			J. Oberschneider		Wikipedia
357	Täschhorn	FALSE		Golden age of alpinism		First absolute ascent			30 luglio 1862	1862	John Llewelyn-Davies, J. W. Hayward	Stefan Zumtaugwald, Johannes Zumtaugwald, Peter-Josef Summermatter		John Llewelyn-Davies, J. W. Hayward, Stefan Zumtaugwald, Johannes Zumtaugwald, Peter-Josef Summermatter		Wikipedia
358	La Sengla	FALSE		Silver age of alpinism		First absolute ascent			22 luglio 1867	1867	Carl Shroeder, Séraphine Bessard			Carl Shroeder, Séraphine Bessard		Wikipedia
359	Lenzspitze	FALSE		Silver age of alpinism		First absolute ascent			1870	1870	Clinton Thomas Dent	Alexander Burgener, Franz Burgener		Clinton Thomas Dent, Alexander Burgener, Franz Burgener		Wikipedia
360	Herbétet	FALSE		Silver age of alpinism		First absolute ascent			22 agosto 1873	1873	Leopoldo Barale	Antonio Castagneri, G. Castagneri		Leopoldo Barale, Antonio Castagneri, G. Castagneri	Emanuele Andreis, Renato Chabod e Mario C. Santi, Gran Paradiso, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963. [p. 245]	Wikipedia
361	Bishorn	FALSE				First absolute ascent			18 agosto 1884	1884	G. S. Barnes, R. Chessyre-Walker	Joseph Imboden, J. M. Chanton		G. S. Barnes, R. Chessyre-Walker, Joseph Imboden, J. M. Chanton		Wikipedia
